name,brewery_type,address_1,City,state_province,postal_code,longitude,latitude,state_x,zip_code,brewery_id,state_y,place,households_total,households_total_male,households_total_female,marital_status__male_15_over,marital_status__male_15_over_percent,marital_status__female_15_over,marital_status__female_15_over_percent,edu_high_school_over,edu_high_school_over.1,edu_bach_degree_over,edu_bach_degree_over_percent,employment_status_percent,employment_status,income_household,income_household_median,income_household_mean,income_family,income_family_median,income_family_mean,income_per_capita,income_nonfamily,income_nonfamily_median,income_nonfamily_mean,income_below_poverty_family,income_below_poverty_percent_family,income_below_poverty,income_below_poverty_percent,housing_occupancy,housing_occupancy_percent,housing_in_structure,housing_in_structure_percent,population_total,population_over_21,population_over_21_percent,population_15_to_19,population_15_to_19_percent,population_male_over_18,population_male_over_18_percent,population_female_over_18,population_female_over_18_percent,State
Aquabrew,brewpub,150 S L B J Dr,San Marcos,Texas,78666-5506,,,Texas,78666,382, Texas,65600.0,27015.0,7200.0,11404.0,27519.0,27519.0,31287.0,31287.0,27084.0,83.3,9897.0,30.5,58190.0,58190.0,27015.0,36080.0,52262.0,11234.0,47238.0,70422.0,20854.0,15781.0,24561.0,36747.0,-888888888.0,23.3,-888888888.0,32.4,28845.0,28845.0,28845.0,28845.0,68578.0,47133.0,68.7,8194.0,11.9,26856.0,47.2,30056.0,52.8, Texas
Aquabrew,brewpub,150 S L B J Dr,San Marcos,Texas,78666-5506,,,Texas,78666,382, California,68196.0,34037.0,4453.0,8734.0,34105.0,34105.0,38052.0,38052.0,53724.0,87.7,29392.0,48.0,71440.0,71440.0,34037.0,89239.0,119292.0,24911.0,115689.0,144846.0,43028.0,9126.0,26304.0,40593.0,-888888888.0,6.4,-888888888.0,10.0,35300.0,35300.0,35300.0,35300.0,94927.0,65000.0,68.5,6026.0,6.3,32122.0,46.8,36526.0,53.2, California
Arbeiter Brewing Company,planning,,Minneapolis,Minnesota,55418-2325,,,Minnesota,55418,386, Minnesota,43000.0,188681.0,53233.0,58158.0,183399.0,183399.0,176862.0,176862.0,266532.0,92.1,155134.0,53.6,356026.0,356026.0,188681.0,69397.0,100172.0,76857.0,102959.0,136470.0,44836.0,111824.0,52357.0,72359.0,-888888888.0,7.2,-888888888.0,15.0,203633.0,203633.0,203633.0,203633.0,425338.0,321155.0,75.5,28721.0,6.8,176132.0,50.7,171533.0,49.3, Minnesota
Archetype Brewing,micro,265 Haywood Rd,Asheville,North Carolina,28806-4545,,,North Carolina,28806,395, North Carolina,2140.0,38131.0,7436.0,13091.0,40291.0,40291.0,43162.0,43162.0,67696.0,93.3,38433.0,53.0,82277.0,82277.0,38131.0,59758.0,84277.0,18640.0,91596.0,115517.0,38068.0,19491.0,37342.0,53165.0,-888888888.0,5.0,-888888888.0,13.3,52159.0,52159.0,52159.0,52159.0,94070.0,77372.0,82.2,5112.0,5.4,38422.0,47.8,41964.0,52.2, North Carolina
Argilla Brewing Co @ Pietro's Pizza,brewpub,2667 Kirkwood Hwy,Newark,Delaware,19711-7242,,,Delaware,19711,400, New Jersey,51000.0,115145.0,25913.0,48184.0,118667.0,118667.0,125967.0,125967.0,157281.0,78.4,35401.0,17.6,240399.0,240399.0,115145.0,43242.0,60480.0,70901.0,49197.0,70520.0,23767.0,44244.0,23157.0,38476.0,-888888888.0,21.1,-888888888.0,25.2,122145.0,122145.0,122145.0,122145.0,307216.0,218208.0,71.0,22010.0,7.2,112431.0,48.4,119716.0,51.6, New Jersey
Arizona Craft Brewing,micro,"473 Elgin Road, Suite BH",Elgin,Arizona,85611,,,Arizona,85611,403, Illinois,23074.0,40585.0,7282.0,8131.0,49114.0,49114.0,47781.0,47781.0,63313.0,80.8,19530.0,24.9,93858.0,93858.0,40585.0,79120.0,94082.0,29269.0,85471.0,104084.0,32055.0,11316.0,43087.0,60168.0,-888888888.0,7.5,-888888888.0,10.3,41458.0,41458.0,41458.0,41458.0,117850.0,85358.0,72.4,9887.0,8.4,45865.0,50.6,44756.0,49.4, Illinois
Arizona Wilderness Brewing,brewpub,721 N Arizona Ave,Gilbert,Arizona,85233-3405,,,Arizona,85233,404, Arizona,27400.0,93472.0,12000.0,17269.0,102263.0,102263.0,103605.0,103605.0,164332.0,96.6,80624.0,47.4,200934.0,200934.0,93472.0,104802.0,130885.0,71394.0,116284.0,143074.0,44911.0,22078.0,65669.0,80771.0,-888888888.0,3.9,-888888888.0,5.9,95508.0,95508.0,95508.0,95508.0,273138.0,182419.0,66.8,21771.0,8.0,95833.0,49.9,96199.0,50.1, Arizona
Arkane Aleworks,micro,2480 E Bay Dr #23,Largo,Florida,33771-2467,,,Florida,33771,405, Florida,39425.0,36493.0,7671.0,13123.0,34193.0,34193.0,37228.0,37228.0,58613.0,91.2,18739.0,29.2,71022.0,71022.0,36493.0,55228.0,67579.0,18584.0,69281.0,81839.0,31593.0,17909.0,38979.0,49247.0,-888888888.0,7.3,-888888888.0,10.6,46495.0,46495.0,46495.0,46495.0,82333.0,67888.0,82.5,3273.0,4.0,32970.0,47.4,36612.0,52.6, Florida
Asher Brewing Co,micro,4699 Nautilus Ct S Ste 104,Boulder,Colorado,80301-5306,,,Colorado,80301,428, Colorado,7850.0,42376.0,12345.0,10989.0,48486.0,48486.0,46748.0,46748.0,57601.0,95.7,45460.0,75.6,94422.0,94422.0,42376.0,84167.0,127620.0,18491.0,126097.0,187094.0,52420.0,23885.0,50068.0,79089.0,-888888888.0,8.9,-888888888.0,23.0,44793.0,44793.0,44793.0,44793.0,104178.0,73607.0,70.7,14523.0,13.9,47079.0,51.2,44952.0,48.8, Colorado
Astral Brewing,micro,4816 N Shepherd Dr suite a,Houston,Texas,77018,,,Texas,77018,441, Texas,35000.0,924981.0,210649.0,303326.0,907054.0,907054.0,938026.0,938026.0,1206382.0,79.0,553802.0,36.3,1816331.0,1816331.0,924981.0,55499.0,89003.0,542339.0,61795.0,104597.0,36265.0,382642.0,41912.0,63521.0,-888888888.0,16.1,-888888888.0,19.4,1028763.0,1028763.0,1028763.0,1028763.0,2287047.0,1664835.0,72.8,152355.0,6.7,864677.0,49.3,889900.0,50.7, Texas
Astronomy Aleworks,planning,,Henderson,Nevada,89011,,,Nevada,89011,443, Nevada,31900.0,124470.0,20635.0,30854.0,126969.0,126969.0,132722.0,132722.0,213719.0,93.8,80196.0,35.2,255102.0,255102.0,124470.0,77924.0,105807.0,85157.0,88633.0,120457.0,41771.0,39313.0,52899.0,66498.0,-888888888.0,7.2,-888888888.0,9.1,132088.0,132088.0,132088.0,132088.0,322202.0,237034.0,73.6,20007.0,6.2,119211.0,48.5,126567.0,51.5, Nevada
Atlas Brew Works,micro,2052 W Virginia Ave NE Ste 102,Washington,District of Columbia,20002-1832,,,District of Columbia,20002,454, District of Columbia,50000.0,319565.0,83924.0,133240.0,263114.0,263114.0,296559.0,296559.0,444233.0,92.8,301852.0,63.0,553437.0,553437.0,319565.0,90088.0,138856.0,128733.0,136184.0,192346.0,65808.0,190832.0,76236.0,100084.0,-888888888.0,12.8,-888888888.0,16.5,357482.0,357482.0,357482.0,357482.0,670050.0,515012.0,76.9,35516.0,5.3,255085.0,46.9,289236.0,53.1, District of Columbia
Atrevida Beer Company,micro,204 Mount View Ln Unit 3,Colorado Springs,Colorado,80908,,,Colorado,80908,457, Colorado,16000.0,197542.0,39864.0,48235.0,198538.0,198538.0,197588.0,197588.0,308365.0,93.6,141004.0,42.8,390552.0,390552.0,197542.0,74579.0,96874.0,126314.0,91259.0,111747.0,39808.0,71228.0,49663.0,64679.0,-888888888.0,6.9,-888888888.0,10.5,205380.0,205380.0,205380.0,205380.0,483969.0,359735.0,74.3,31577.0,6.5,189125.0,50.0,189097.0,50.0, Colorado
Attaboy Beer,micro,400 Sagner Ave Ste 400,Frederick,Maryland,21701-6083,,,Maryland,21701,458, Maryland,30325.0,33907.0,6883.0,10317.0,30810.0,30810.0,33794.0,33794.0,50104.0,90.4,23441.0,42.3,63457.0,63457.0,33907.0,81411.0,98793.0,20294.0,96798.0,112975.0,42296.0,13613.0,61544.0,74888.0,-888888888.0,8.7,-888888888.0,10.6,35383.0,35383.0,35383.0,35383.0,79588.0,59013.0,74.1,4625.0,5.8,29666.0,48.0,32193.0,52.0, Maryland
Attic Brewing,planning,,Philadelphia,Pennsylvania,19144-3603,,,Pennsylvania,19144,459, Pennsylvania,60000.0,660921.0,147154.0,270111.0,603038.0,603038.0,686165.0,686165.0,947562.0,86.9,378996.0,34.8,1270642.0,1270642.0,660921.0,52899.0,77734.0,352498.0,61775.0,91456.0,32707.0,308423.0,37802.0,58421.0,-888888888.0,18.1,-888888888.0,22.8,733015.0,733015.0,733015.0,733015.0,1576251.0,1172084.0,74.4,96020.0,6.1,576153.0,46.6,660029.0,53.4, Pennsylvania
Auburn Brewing Company,planning,,Auburn,Indiana,46706,,,Indiana,46706,466, Washington,3180.0,31836.0,5337.0,7707.0,37148.0,37148.0,34075.0,34075.0,51483.0,88.9,13642.0,23.5,69638.0,69638.0,31836.0,79368.0,95358.0,20854.0,98862.0,112693.0,35391.0,10982.0,43327.0,54494.0,-888888888.0,7.7,-888888888.0,13.0,32420.0,32420.0,32420.0,32420.0,87061.0,63198.0,72.6,6741.0,7.7,34500.0,51.6,32394.0,48.4, Washington
Auburn Brewing Company,planning,,Auburn,Indiana,46706,,,Indiana,46706,466, Alabama,3076.0,29136.0,6299.0,7808.0,30228.0,30228.0,34776.0,34776.0,41682.0,97.2,27026.0,63.0,64443.0,64443.0,29136.0,48531.0,79325.0,17404.0,85330.0,112512.0,29770.0,11732.0,15266.0,29073.0,-888888888.0,11.5,-888888888.0,24.8,35161.0,35161.0,35161.0,35161.0,78552.0,53188.0,67.7,8484.0,10.8,29121.0,46.8,33148.0,53.2, Alabama
Austin Street Brewery,micro,1 Industrial Way Ste 8,Portland,Maine,04103-1072,,,Maine,04103,477, Oregon,59000.0,286734.0,65543.0,82822.0,274072.0,274072.0,278814.0,278814.0,452051.0,93.3,263232.0,54.3,546399.0,546399.0,286734.0,79057.0,108391.0,138910.0,104230.0,138450.0,49003.0,147824.0,55849.0,76193.0,-888888888.0,6.4,-888888888.0,12.0,303483.0,303483.0,303483.0,303483.0,642218.0,515575.0,80.3,31016.0,4.8,264448.0,49.4,270792.0,50.6, Oregon
Austin Street Brewery,micro,1 Industrial Way Ste 8,Portland,Maine,04103-1072,,,Maine,04103,477, Maine,60545.0,32523.0,7389.0,10486.0,28501.0,28501.0,29903.0,29903.0,51257.0,96.5,30389.0,57.2,57985.0,57985.0,32523.0,70244.0,99215.0,14299.0,103538.0,138614.0,47433.0,18224.0,53210.0,65824.0,-888888888.0,7.4,-888888888.0,11.8,35456.0,35456.0,35456.0,35456.0,68329.0,56189.0,82.2,1829.0,2.7,27976.0,48.9,29230.0,51.1, Maine
B-52 Brewing,micro,12470 Milroy Ln,Conroe,Texas,77304-5160,,,Texas,77304,489, Texas,16432.0,37297.0,5662.0,11848.0,37610.0,37610.0,39223.0,39223.0,53812.0,89.4,23462.0,39.0,74100.0,74100.0,37297.0,68428.0,88297.0,22703.0,95378.0,105599.0,35206.0,14594.0,42720.0,59759.0,-888888888.0,7.8,-888888888.0,9.6,39740.0,39740.0,39740.0,39740.0,94401.0,67511.0,71.5,8773.0,9.3,34475.0,47.9,37433.0,52.1, Texas
B-CS  Zoigl Brewery,micro,Â 211-C W William Joel Bryan Pkwy,Bryan,Texas,77803-3225,,,Texas,77803,490, Texas,10912.0,32910.0,7524.0,11251.0,35133.0,35133.0,35598.0,35598.0,44194.0,82.8,16663.0,31.2,69752.0,69752.0,32910.0,44017.0,61340.0,17361.0,54240.0,73821.0,24185.0,15549.0,29397.0,44900.0,-888888888.0,17.5,-888888888.0,26.4,37247.0,37247.0,37247.0,37247.0,86851.0,63383.0,73.0,6500.0,7.5,33354.0,49.7,33800.0,50.3, Texas
B9 Beverages Inc,contract,404 5th Ave # 7.055,New York,New York,10018-2797,,,New York,10018,493, New York,51000.0,3263895.0,684648.0,1210386.0,3312760.0,3312760.0,3682357.0,3682357.0,5066811.0,83.9,2474623.0,41.0,6902783.0,6902783.0,3263895.0,67997.0,107684.0,1892542.0,77219.0,122049.0,42406.0,1371353.0,50765.0,82520.0,-888888888.0,14.4,-888888888.0,18.0,3641931.0,3641931.0,3641931.0,3641931.0,8467513.0,6445654.0,76.1,456072.0,5.4,3169312.0,47.2,3545264.0,52.8, New York
Backacre Beermakers,micro,,Weston,Vermont,05161,,,Vermont,05161,509, Florida,76582.0,20227.0,1277.0,4546.0,23791.0,23791.0,28843.0,28843.0,39838.0,96.3,28060.0,67.8,50697.0,50697.0,20227.0,122774.0,165534.0,17979.0,131212.0,176225.0,50237.0,-999999999.0,56531.0,-999999999.0,-888888888.0,6.5,-888888888.0,8.2,22530.0,22530.0,22530.0,22530.0,67322.0,43841.0,65.1,7181.0,10.7,21640.0,45.4,25979.0,54.6, Florida
Backlash Beer Co,contract,,Boston,Massachusetts,02215,,,Massachusetts,02215,511, Massachusetts,7000.0,271941.0,64651.0,110911.0,270495.0,270495.0,298410.0,298410.0,400759.0,88.1,238640.0,52.5,564064.0,564064.0,271941.0,79283.0,118655.0,121536.0,92973.0,137708.0,50337.0,150405.0,66320.0,100420.0,-888888888.0,13.7,-888888888.0,18.7,307025.0,307025.0,307025.0,307025.0,654281.0,506770.0,77.5,47806.0,7.3,262482.0,47.4,291054.0,52.6, Massachusetts
Bad Beat Brewing,micro,7380 Eastgate Rd Ste 110,Henderson,Nevada,89011-4012,,,Nevada,89011,528, Nevada,31900.0,124470.0,20635.0,30854.0,126969.0,126969.0,132722.0,132722.0,213719.0,93.8,80196.0,35.2,255102.0,255102.0,124470.0,77924.0,105807.0,85157.0,88633.0,120457.0,41771.0,39313.0,52899.0,66498.0,-888888888.0,7.2,-888888888.0,9.1,132088.0,132088.0,132088.0,132088.0,322202.0,237034.0,73.6,20007.0,6.2,119211.0,48.5,126567.0,51.5, Nevada
Baere Brewing Company,micro,"320 Broadway, Unit E",Denver,Colorado,80203-3955,,,Colorado,80203,549, Colorado,20000.0,326634.0,86470.0,97588.0,301634.0,301634.0,298132.0,298132.0,473939.0,90.9,286847.0,55.0,592643.0,592643.0,326634.0,81630.0,115122.0,152927.0,105365.0,145483.0,52690.0,173707.0,63720.0,85674.0,-888888888.0,8.2,-888888888.0,11.6,351829.0,351829.0,351829.0,351829.0,711463.0,558313.0,78.5,35211.0,4.9,291170.0,50.3,287833.0,49.7, Colorado
Bald Man Brewing Company,micro,2020 Silver Bell Rd Ste 25,Eagan,Minnesota,55122-1030,,,Minnesota,55122,560, Minnesota,17288.0,27069.0,4296.0,5678.0,27926.0,27926.0,27262.0,27262.0,46657.0,98.0,27249.0,57.3,54301.0,54301.0,27069.0,100490.0,126891.0,18029.0,126679.0,148188.0,50554.0,9040.0,55813.0,79118.0,-888888888.0,2.0,-888888888.0,3.9,27660.0,27660.0,27660.0,27660.0,68646.0,49874.0,72.7,5151.0,7.5,26330.0,51.0,25268.0,49.0, Minnesota
Ballast Point Brewing Company,planning,,Chicago,Illinois,60607,,,Illinois,60607,570, Illinois,14000.0,1139537.0,276103.0,402722.0,1081277.0,1081277.0,1161996.0,1161996.0,1660075.0,87.1,832511.0,43.7,2212422.0,2212422.0,1139537.0,66576.0,101179.0,580275.0,81796.0,122958.0,43217.0,559262.0,50980.0,75984.0,-888888888.0,12.9,-888888888.0,17.1,1272191.0,1272191.0,1272191.0,1272191.0,2696561.0,2066616.0,76.6,147958.0,5.5,1035787.0,48.0,1120519.0,52.0, Illinois
Banger Brewing Co,micro,450 Fremont St Ste 135,Las Vegas,Nevada,89101-5649,,,Nevada,89101,587, Nevada,40000.0,250350.0,57446.0,70000.0,266452.0,266452.0,265186.0,265186.0,389507.0,85.4,125771.0,27.6,523043.0,523043.0,250350.0,59746.0,84820.0,152708.0,75088.0,100540.0,33825.0,97642.0,36725.0,55282.0,-888888888.0,10.5,-888888888.0,14.8,269602.0,269602.0,269602.0,269602.0,646776.0,485562.0,75.1,38398.0,5.9,254137.0,50.0,253890.0,50.0, Nevada
Bangin' Banjo Brewing Company,micro,3200 NW 23rd Ave Ste 500,Pompano Beach,Florida,33069-5909,,,Florida,33069,588, Florida,58050.0,48363.0,12399.0,15801.0,49250.0,49250.0,46138.0,46138.0,73721.0,86.4,27396.0,32.1,94860.0,94860.0,48363.0,53737.0,79331.0,25661.0,65401.0,97473.0,35268.0,22702.0,43503.0,54572.0,-888888888.0,9.5,-888888888.0,14.3,61793.0,61793.0,61793.0,61793.0,111356.0,89335.0,80.2,4671.0,4.2,47489.0,51.6,44492.0,48.4, Florida
Banjo Brewing,planning,,Fayetteville,West Virginia,25840,,,West Virginia,25840,591, North Carolina,22920.0,83147.0,18122.0,28545.0,83726.0,83726.0,82104.0,82104.0,122166.0,93.9,38074.0,29.3,163632.0,163632.0,83147.0,51629.0,65110.0,48483.0,62591.0,77789.0,27983.0,34664.0,34630.0,44292.0,-888888888.0,13.1,-888888888.0,16.6,91054.0,91054.0,91054.0,91054.0,208792.0,149437.0,71.6,12050.0,5.8,80124.0,50.4,78788.0,49.6, North Carolina
Banjo Brewing,planning,,Fayetteville,West Virginia,25840,,,West Virginia,25840,591, Arkansas,23290.0,40104.0,10501.0,12453.0,38513.0,38513.0,40060.0,40060.0,51917.0,96.3,25869.0,48.0,77789.0,77789.0,40104.0,61428.0,77939.0,20895.0,79294.0,93863.0,33179.0,19209.0,39609.0,58808.0,-888888888.0,12.3,-888888888.0,17.7,44706.0,44706.0,44706.0,44706.0,95231.0,66779.0,70.1,8222.0,8.6,36613.0,48.3,39202.0,51.7, Arkansas
Barley Boys Brewery,planning,,Omaha,Nebraska,68144-1922,,,Nebraska,68144,616, Nebraska,37000.0,201469.0,42883.0,61992.0,192717.0,192717.0,197702.0,197702.0,293705.0,91.2,122873.0,38.1,382774.0,382774.0,201469.0,62948.0,91342.0,115515.0,88361.0,117040.0,38062.0,85954.0,40162.0,53701.0,-888888888.0,9.2,-888888888.0,13.8,212802.0,212802.0,212802.0,212802.0,487299.0,350245.0,71.9,34459.0,7.1,182388.0,49.3,187773.0,50.7, Nebraska
Barley Island Brewing Co,brewpub,639 E Conner St,Noblesville,Indiana,46060-2532,,,Indiana,46060,622, Indiana,54180.0,25035.0,3581.0,6291.0,28455.0,28455.0,28143.0,28143.0,44177.0,95.4,22899.0,49.5,54363.0,54363.0,25035.0,81849.0,100960.0,19852.0,90676.0,110496.0,36131.0,5183.0,47789.0,58004.0,-888888888.0,1.1,-888888888.0,3.1,25883.0,25883.0,25883.0,25883.0,71810.0,50151.0,69.8,5661.0,7.9,26209.0,49.3,26965.0,50.7, Indiana
Barley's Casino and Brewing Co,brewpub,4500 E Sunset Rd Ste 30,Henderson,Nevada,89014-2253,,,Nevada,89014,628, Nevada,31900.0,124470.0,20635.0,30854.0,126969.0,126969.0,132722.0,132722.0,213719.0,93.8,80196.0,35.2,255102.0,255102.0,124470.0,77924.0,105807.0,85157.0,88633.0,120457.0,41771.0,39313.0,52899.0,66498.0,-888888888.0,7.2,-888888888.0,9.1,132088.0,132088.0,132088.0,132088.0,322202.0,237034.0,73.6,20007.0,6.2,119211.0,48.5,126567.0,51.5, Nevada
Barrel Assembly,planning,,Austin,Texas,78751-3019,,,Texas,78751,644, Texas,5000.0,449399.0,119215.0,123679.0,410957.0,410957.0,399479.0,399479.0,637775.0,92.8,411354.0,59.9,801564.0,801564.0,449399.0,79542.0,115631.0,210515.0,112625.0,149774.0,53937.0,238884.0,57842.0,83575.0,-888888888.0,7.7,-888888888.0,12.7,469156.0,469156.0,469156.0,469156.0,964000.0,742813.0,77.1,55131.0,5.7,397010.0,50.8,384282.0,49.2, Texas
Barrel of Monks Brewing,micro,1141 S Rogers Cir Ste 5,Boca Raton,Florida,33487-2789,,,Florida,33487,653, Florida,7300.0,41318.0,6406.0,13291.0,36179.0,36179.0,47148.0,47148.0,66203.0,95.9,39398.0,57.1,82579.0,82579.0,41318.0,85194.0,135769.0,24148.0,115388.0,178812.0,60315.0,17170.0,50463.0,72932.0,-888888888.0,5.9,-888888888.0,11.3,48657.0,48657.0,48657.0,48657.0,95785.0,74111.0,77.4,7354.0,7.7,34862.0,43.2,45812.0,56.8, Florida
Barrier Brewing Co,micro,3001 New St Ste A2,Oceanside,New York,11572-2747,,,New York,11572,658, California,53322.0,59683.0,8821.0,14973.0,69602.0,69602.0,72436.0,72436.0,101607.0,84.0,40606.0,33.6,139608.0,139608.0,59683.0,78125.0,102303.0,39905.0,93008.0,112757.0,36242.0,19778.0,52033.0,72278.0,-888888888.0,5.2,-888888888.0,8.7,64694.0,64694.0,64694.0,64694.0,172990.0,130634.0,75.5,9457.0,5.5,66362.0,49.0,69158.0,51.0, California
Basic City Beer Co. (Southside RVA),micro,212 W 6th St,Richmond,Virginia,23224,,,Virginia,23224,668, Virginia,67000.0,99929.0,24058.0,45414.0,90198.0,90198.0,103270.0,103270.0,142745.0,88.1,70819.0,43.7,191729.0,191729.0,99929.0,51770.0,81468.0,41087.0,75062.0,114412.0,38425.0,58842.0,40939.0,55644.0,-888888888.0,13.3,-888888888.0,21.1,112806.0,112806.0,112806.0,112806.0,226604.0,175988.0,77.7,12718.0,5.6,87694.0,46.7,100104.0,53.3, Virginia
Basic City Beer Co. (Southside RVA),micro,212 W 6th St,Richmond,Virginia,23224,,,Virginia,23224,668, California,60620.0,40019.0,5955.0,14133.0,42681.0,42681.0,50226.0,50226.0,66886.0,82.5,29362.0,36.2,92405.0,92405.0,40019.0,85754.0,112611.0,28683.0,92855.0,116074.0,39609.0,11336.0,57216.0,85143.0,-888888888.0,10.9,-888888888.0,15.4,42082.0,42082.0,42082.0,42082.0,115642.0,86117.0,74.5,5032.0,4.4,41318.0,45.9,48619.0,54.1, California
Bastet Brewing,planning,,Tampa,Florida,33613-1254,,,Florida,33613,671, Florida,71000.0,159925.0,38887.0,50043.0,156300.0,156300.0,161271.0,161271.0,239432.0,89.1,122461.0,45.6,313221.0,313221.0,159925.0,63404.0,102503.0,85092.0,80390.0,130849.0,43517.0,74833.0,46571.0,66783.0,-888888888.0,13.1,-888888888.0,17.7,172886.0,172886.0,172886.0,172886.0,387037.0,287567.0,74.3,24623.0,6.4,150478.0,49.2,155394.0,50.8, Florida
Batch Craft Beer and Kolaches,planning,,Austin,Texas,78723,,,Texas,78723,675, Texas,5000.0,449399.0,119215.0,123679.0,410957.0,410957.0,399479.0,399479.0,637775.0,92.8,411354.0,59.9,801564.0,801564.0,449399.0,79542.0,115631.0,210515.0,112625.0,149774.0,53937.0,238884.0,57842.0,83575.0,-888888888.0,7.7,-888888888.0,12.7,469156.0,469156.0,469156.0,469156.0,964000.0,742813.0,77.1,55131.0,5.7,397010.0,50.8,384282.0,49.2, Texas
Battery Steele Brewing,micro,1 Industrial Way Ste 12,Portland,Maine,04103-1072,,,Maine,04103,679, Oregon,59000.0,286734.0,65543.0,82822.0,274072.0,274072.0,278814.0,278814.0,452051.0,93.3,263232.0,54.3,546399.0,546399.0,286734.0,79057.0,108391.0,138910.0,104230.0,138450.0,49003.0,147824.0,55849.0,76193.0,-888888888.0,6.4,-888888888.0,12.0,303483.0,303483.0,303483.0,303483.0,642218.0,515575.0,80.3,31016.0,4.8,264448.0,49.4,270792.0,50.6, Oregon
Battery Steele Brewing,micro,1 Industrial Way Ste 12,Portland,Maine,04103-1072,,,Maine,04103,679, Maine,60545.0,32523.0,7389.0,10486.0,28501.0,28501.0,29903.0,29903.0,51257.0,96.5,30389.0,57.2,57985.0,57985.0,32523.0,70244.0,99215.0,14299.0,103538.0,138614.0,47433.0,18224.0,53210.0,65824.0,-888888888.0,7.4,-888888888.0,11.8,35456.0,35456.0,35456.0,35456.0,68329.0,56189.0,82.2,1829.0,2.7,27976.0,48.9,29230.0,51.1, Maine
Battle BornÂ® Beer,contract,100 N Arlington Ave Ste 100,Reno,Nevada,89501-1233,,,Nevada,89501,680, Nevada,60600.0,110993.0,26459.0,31496.0,111501.0,111501.0,111413.0,111413.0,161087.0,86.9,66467.0,35.9,219436.0,219436.0,110993.0,67478.0,90551.0,60766.0,83844.0,110565.0,37989.0,50227.0,46952.0,63019.0,-888888888.0,9.6,-888888888.0,14.0,116918.0,116918.0,116918.0,116918.0,268843.0,202419.0,75.3,16046.0,6.0,106802.0,50.1,106408.0,49.9, Nevada
Bay Brewing Company,planning,,Miami,Florida,33130-3488,,,Florida,33130,692, Florida,45000.0,192219.0,51920.0,63629.0,196272.0,196272.0,189601.0,189601.0,272472.0,79.9,122393.0,35.9,381863.0,381863.0,192219.0,48789.0,83158.0,98342.0,55218.0,95317.0,37223.0,93877.0,37494.0,66871.0,-888888888.0,17.4,-888888888.0,21.0,219775.0,219775.0,219775.0,219775.0,439906.0,361860.0,82.3,19179.0,4.4,189502.0,50.7,183966.0,49.3, Florida
Bayonet Cider Company,planning,,Pittsburgh,Pennsylvania,15206-5111,,,Pennsylvania,15206,697, Pennsylvania,61000.0,136747.0,35581.0,51099.0,126448.0,126448.0,138617.0,138617.0,194373.0,93.8,98611.0,47.6,262349.0,262349.0,136747.0,57821.0,85004.0,59474.0,81448.0,112883.0,39779.0,77273.0,40148.0,62503.0,-888888888.0,13.5,-888888888.0,20.2,159435.0,159435.0,159435.0,159435.0,300454.0,233464.0,77.7,24748.0,8.2,122663.0,47.6,135155.0,52.4, Pennsylvania
Beale St Brewing Co,planning,,Memphis,Tennessee,38104-6826,,,Tennessee,38104,710, Tennessee,48000.0,256968.0,55590.0,113505.0,228291.0,228291.0,267719.0,267719.0,358138.0,87.2,116145.0,28.3,486563.0,486563.0,256968.0,44317.0,68465.0,142476.0,53958.0,82694.0,28571.0,114492.0,34107.0,47741.0,-888888888.0,17.7,-888888888.0,22.6,288491.0,288491.0,288491.0,288491.0,628118.0,444750.0,70.8,40224.0,6.4,215102.0,45.7,255523.0,54.3, Tennessee
Bearded Owl Brewing,brewpub,112 State St Ste 1A,Peoria,Illinois,61602-5121,,,Illinois,61602,726, Illinois,59000.0,50176.0,9698.0,18890.0,40772.0,40772.0,48545.0,48545.0,66113.0,90.5,28269.0,38.7,87480.0,87480.0,50176.0,47287.0,76035.0,27609.0,68189.0,101156.0,33434.0,22567.0,30655.0,41834.0,-888888888.0,15.2,-888888888.0,22.8,53890.0,53890.0,53890.0,53890.0,110915.0,79804.0,72.0,8408.0,7.6,38199.0,45.1,46537.0,54.9, Illinois
Bearded Owl Brewing,brewpub,112 State St Ste 1A,Peoria,Illinois,61602-5121,,,Illinois,61602,726, Arizona,54050.0,75479.0,10824.0,18018.0,78981.0,78981.0,83335.0,83335.0,130157.0,92.9,50079.0,35.7,158505.0,158505.0,75479.0,92566.0,114355.0,51578.0,112348.0,127277.0,44504.0,23901.0,54011.0,77059.0,-888888888.0,5.3,-888888888.0,7.8,78694.0,78694.0,78694.0,78694.0,194910.0,146767.0,75.3,13739.0,7.0,73767.0,48.5,78306.0,51.5, Arizona
Beaver Street Brewery,brewpub,11 S Beaver St Ste 1,Flagstaff,Arizona,86001-5500,,,Arizona,86001,737, Arizona,23620.0,29435.0,7373.0,6655.0,32844.0,32844.0,33362.0,33362.0,38560.0,95.0,19353.0,47.7,64986.0,64986.0,29435.0,61386.0,84138.0,14566.0,94896.0,115026.0,31629.0,14869.0,35250.0,52537.0,-888888888.0,10.5,-888888888.0,20.5,32601.0,32601.0,32601.0,32601.0,76984.0,49295.0,64.0,12780.0,16.6,31316.0,48.9,32667.0,51.1, Arizona
