Geographic Area Name,Geographic,Area,Zip,City ,State,Total population ,TOTAL Brew Population Age Bracket population ,male_brew_age,Median Income,Number of white households,"Male householder, no spouse present","Female householder, no spouse present",Nonfamily households:,density (km2),density(mil2)
ZCTA5 77437,ZCTA5,77437,77437,El Campo,TX,17832,6660,3329,30076,5354,259,716,1484,20.3,8
ZCTA5 77440,ZCTA5,77440,77440,Elmaton,TX,60,78,76,55625,16,0,0,0,13.1,5
ZCTA5 77441,ZCTA5,77441,77441,Fulshear,TX,23111,9111,4910,67685,5284,267,78,357,342.2,132
ZCTA5 77442,ZCTA5,77442,77442,Garwood,TX,1151,372,219,20942,221,0,4,55,2.8,1
ZCTA5 77443,ZCTA5,77443,77443,Glen Flora,TX,151,70,84,,62,0,62,0,23.2,9
ZCTA5 77444,ZCTA5,77444,77444,Guy,TX,1057,230,139,15268,283,32,70,45,7.7,3
ZCTA5 77445,ZCTA5,77445,77445,Hempstead,TX,14160,4488,2223,30743,2269,66,71,508,30.3,12
ZCTA5 77446,ZCTA5,77446,77446,Prairie View,TX,6236,257,169,6008,10,0,6,0,745.1,288
ZCTA5 77447,ZCTA5,77447,77447,Hockley,TX,20805,7241,4237,41971,4235,118,313,983,67.7,26
ZCTA5 77448,ZCTA5,77448,77448,Hungerford,TX,459,105,98,,72,0,0,56,8.5,3
ZCTA5 77449,ZCTA5,77449,77449,Katy,TX,128180,54397,26462,37281,18833,829,3181,4563,1713.4,662
ZCTA5 77450,ZCTA5,77450,77450,Katy,TX,72977,29834,15112,46858,18038,818,1815,3963,1416.7,547
ZCTA5 77451,ZCTA5,77451,77451,Kendleton,TX,495,184,134,32875,32,0,18,5,32.9,13
ZCTA5 77453,ZCTA5,77453,77453,Lane City,TX,243,69,64,,50,0,0,0,18.5,7
ZCTA5 77454,ZCTA5,77454,77454,Lissie,TX,192,0,14,,0,0,0,0,0,0
ZCTA5 77455,ZCTA5,77455,77455,Louise,TX,1751,674,387,26028,549,19,46,136,3.7,1
ZCTA5 77456,ZCTA5,77456,77456,Markham,TX,1191,299,146,17724,216,0,0,73,10.4,4
ZCTA5 77457,ZCTA5,77457,77457,Matagorda,TX,426,123,84,,256,29,0,96,7.7,3
ZCTA5 77458,ZCTA5,77458,77458,Midfield,TX,397,22,14,28958,36,0,0,36,1,0
ZCTA5 77459,ZCTA5,77459,77459,Missouri City,TX,79731,30107,14940,48471,11293,251,991,1899,959.9,371
ZCTA5 77460,ZCTA5,77460,77460,Nada,TX,52,67,14,16488,33,0,11,0,98.3,38
ZCTA5 77461,ZCTA5,77461,77461,Needville,TX,11890,4802,2682,37533,2904,169,169,664,30.3,12
ZCTA5 77464,ZCTA5,77464,77464,Orchard,TX,501,174,82,28092,133,6,17,42,9.2,4
ZCTA5 77465,ZCTA5,77465,77465,Palacios,TX,7137,2519,1806,28141,2050,132,162,507,12,5
ZCTA5 77466,ZCTA5,77466,77466,Pattison,TX,627,56,30,33852,170,14,5,88,15.3,6
ZCTA5 77467,ZCTA5,77467,77467,Pierce,TX,25,0,14,,0,0,0,0,0,0
ZCTA5 77468,ZCTA5,77468,77468,Pledger,TX,20,0,14,,0,0,0,0,0,0
ZCTA5 77469,ZCTA5,77469,77469,Richmond,TX,57925,24717,12233,39323,10130,1035,989,2607,207,80
ZCTA5 77470,ZCTA5,77470,77470,Rock Island,TX,276,205,202,33125,155,0,39,13,6.2,2
ZCTA5 77471,ZCTA5,77471,77471,Rosenberg,TX,42284,16043,9049,30175,9138,520,958,3197,164,63
ZCTA5 77473,ZCTA5,77473,77473,San Felipe,TX,39,25,39,,0,0,0,0,146.1,56
ZCTA5 77474,ZCTA5,77474,77474,Sealy,TX,14164,4951,2418,36142,4734,184,525,1249,26.2,10
ZCTA5 77475,ZCTA5,77475,77475,Sheridan,TX,718,124,49,41053,310,17,25,57,9.1,4
ZCTA5 77476,ZCTA5,77476,77476,Simonton,TX,601,65,40,29762,84,0,0,11,10.5,4
ZCTA5 77477,ZCTA5,77477,77477,Stafford,TX,35520,14586,7248,32928,4604,223,702,1887,1280.4,494
ZCTA5 77478,ZCTA5,77478,77478,Sugar Land,TX,24536,8087,4293,42327,5049,160,457,1583,896.8,346
ZCTA5 77479,ZCTA5,77479,77479,Sugar Land,TX,93180,36073,17194,60093,13568,355,734,3105,1064.5,411
ZCTA5 77480,ZCTA5,77480,77431,Danciger,TX,7911,2446,1374,,2460,84,273,498,25.5,10
ZCTA5 77481,ZCTA5,77481,77481,Thompsons,TX,132,21,26,,17,0,0,0,5,2
ZCTA5 77482,ZCTA5,77482,77482,Van Vleck,TX,2241,532,342,28131,287,20,78,25,11.4,4
ZCTA5 77483,ZCTA5,77483,77483,Wadsworth,TX,226,146,84,18206,80,0,0,18,3.8,1
ZCTA5 77484,ZCTA5,77484,77484,Waller,TX,13449,4871,2638,32026,3051,69,207,541,33,13
ZCTA5 77485,ZCTA5,77485,77485,Wallis,TX,3657,1526,937,31589,1066,85,65,329,19.7,8
ZCTA5 77486,ZCTA5,77486,77486,West Columbia,TX,7488,2205,1293,31313,2089,16,206,669,57.9,22
ZCTA5 77488,ZCTA5,77488,77488,Wharton,TX,13861,4699,2479,26479,3482,205,477,1140,25.3,10
ZCTA5 77493,ZCTA5,77493,77413,Barker,TX,51774,21188,10966,,9904,610,672,1844,300.7,116
ZCTA5 77498,ZCTA5,77498,77498,Sugar Land,TX,51472,20622,10451,37071,7812,157,659,2065,1269.3,490
ZCTA5 77502,ZCTA5,77502,77502,Pasadena,TX,37495,14399,7271,27309,7478,467,1440,1542,2660.9,1027
ZCTA5 77503,ZCTA5,77503,77503,Pasadena,TX,24956,9933,5495,29802,5656,628,885,1840,1496.8,578
ZCTA5 77504,ZCTA5,77504,77504,Pasadena,TX,25728,10267,5056,26925,6455,677,1219,1939,1778.9,687
ZCTA5 77506,ZCTA5,77506,77501,Pasadena,TX,34431,14989,8055,,7885,713,1361,1888,1267.6,489
ZCTA5 77507,ZCTA5,77507,77507,Pasadena,TX,770,218,110,36875,216,12,0,192,9.5,4
ZCTA5 77510,ZCTA5,77510,77510,Santa Fe,TX,14357,4784,2286,41161,4514,51,539,1265,166.5,64
ZCTA5 77514,ZCTA5,77514,77514,Anahuac,TX,4926,2343,1293,28576,1537,162,150,257,12.4,5
ZCTA5 77515,ZCTA5,77515,77515,Angleton,TX,32710,14317,8791,38970,9460,766,1081,2763,63.2,24
ZCTA5 77517,ZCTA5,77517,77517,Santa Fe,TX,6058,2260,1270,37799,2049,164,79,411,90.2,35
ZCTA5 77518,ZCTA5,77518,77518,Bacliff,TX,9689,4166,2035,28240,2959,162,467,892,1258.9,486
ZCTA5 77519,ZCTA5,77519,77519,Batson,TX,882,169,45,,232,0,68,52,8.2,3
ZCTA5 77520,ZCTA5,77520,77520,Baytown,TX,38587,14451,7677,26208,8354,556,1374,2680,661.9,256
ZCTA5 77521,ZCTA5,77521,77521,Baytown,TX,65058,26526,13891,37204,13496,890,1933,4295,496.1,192
ZCTA5 77523,ZCTA5,77523,77523,Baytown,TX,27638,11711,5896,48938,6884,268,610,992,119.5,46
ZCTA5 77530,ZCTA5,77530,77530,Channelview,TX,35319,11748,6254,32445,5621,639,719,1272,863.6,333
ZCTA5 77531,ZCTA5,77531,77531,Clute,TX,15666,6729,3899,33778,3687,167,590,1081,524.3,202
ZCTA5 77532,ZCTA5,77532,77532,Crosby,TX,34679,11972,6497,38814,8266,658,809,2114,140.8,54
ZCTA5 77533,ZCTA5,77533,77533,Daisetta,TX,980,370,211,26944,345,18,36,94,17.2,7
ZCTA5 77534,ZCTA5,77534,77534,Danbury,TX,2998,1090,562,52024,836,35,85,140,28.8,11
ZCTA5 77535,ZCTA5,77535,77535,Dayton,TX,36494,16030,7357,31948,8744,428,733,2294,46.8,18
ZCTA5 77536,ZCTA5,77536,77536,Deer Park,TX,33693,12267,6240,35927,9650,253,1361,2315,1308.6,505
ZCTA5 77538,ZCTA5,77538,77538,Devers,TX,809,308,177,38077,235,0,22,65,2.5,1
ZCTA5 77541,ZCTA5,77541,77541,Freeport,TX,16441,6766,3174,28138,4500,237,714,1496,49,19
ZCTA5 77545,ZCTA5,77545,77545,Fresno,TX,26563,11677,6044,38489,1390,61,231,87,677.2,261
ZCTA5 77546,ZCTA5,77546,77546,Friendswood,TX,54670,20366,9777,49953,15471,637,1311,3379,772.6,298
ZCTA5 77547,ZCTA5,77547,77547,Galena Park,TX,9627,3596,2043,25816,1603,84,350,226,972.1,375
ZCTA5 77551,ZCTA5,77551,77551,Galveston,TX,22677,9935,5411,29026,6596,203,852,2503,2313.1,893
ZCTA5 77555,ZCTA5,77555,,,,,,,,0,0,0,0,50.8,20
ZCTA5 77560,ZCTA5,77560,77560,Hankamer,TX,960,305,152,27054,251,0,30,40,10.1,4
ZCTA5 77561,ZCTA5,77561,77561,Hardin,TX,92,27,41,,8,8,0,0,27.7,11
ZCTA5 77562,ZCTA5,77562,77562,Highlands,TX,11861,3464,1725,32018,2837,200,241,769,294.9,114
ZCTA5 77563,ZCTA5,77563,77563,Hitchcock,TX,9778,3666,1908,38214,3149,130,195,1017,89.3,34
ZCTA5 77564,ZCTA5,77564,77564,Hull,TX,2047,551,330,28786,632,0,41,138,11.2,4
ZCTA5 77565,ZCTA5,77565,77565,Kemah,TX,6966,2235,1125,43677,2502,36,205,1045,711.8,275
ZCTA5 77566,ZCTA5,77566,77566,Lake Jackson,TX,30538,11733,6388,42581,9547,327,813,2959,494.7,191
ZCTA5 77568,ZCTA5,77568,77568,La Marque,TX,20254,7963,4201,33082,4252,158,515,1489,522.5,202
ZCTA5 77571,ZCTA5,77571,77571,La Porte,TX,37018,14794,7453,39173,10270,448,1114,3147,388.5,150
ZCTA5 77573,ZCTA5,77573,77573,League City,TX,95256,41537,21114,58152,27602,828,1943,6652,1232.9,476
ZCTA5 77575,ZCTA5,77575,77575,Liberty,TX,15768,5803,3048,27530,3884,124,333,1335,25.6,10
ZCTA5 77577,ZCTA5,77577,77577,Liverpool,TX,1250,454,251,33864,438,0,54,121,18.1,7
ZCTA5 77578,ZCTA5,77578,77578,Manvel,TX,25228,10834,5596,48943,4557,392,395,1127,235.8,91
ZCTA5 77580,ZCTA5,77580,77580,Mont Belvieu,TX,99,0,14,,0,0,0,0,0,0
ZCTA5 77582,ZCTA5,77582,,,,,,,,174,0,42,0,8.2,3
ZCTA5 77583,ZCTA5,77583,77583,Rosharon,TX,43113,19924,13027,48957,4677,239,504,920,91.3,35
ZCTA5 77585,ZCTA5,77585,77585,Saratoga,TX,892,582,359,12336,422,8,38,87,4.3,2
ZCTA5 77586,ZCTA5,77586,77586,Seabrook,TX,23503,9287,4661,46116,7843,238,812,2255,773.7,299
ZCTA5 77587,ZCTA5,77587,77587,South Houston,TX,16179,6211,3374,24563,2926,362,654,585,2060.6,796
ZCTA5 77590,ZCTA5,77590,77590,Texas City,TX,30758,12347,6448,26893,8385,503,1482,2841,510.1,197
ZCTA5 77591,ZCTA5,77591,77591,Texas City,TX,17347,5526,2459,29777,2430,39,356,854,559.7,216
ZCTA5 77597,ZCTA5,77597,77597,Wallisville,TX,734,243,139,56902,128,0,0,44,9.6,4
ZCTA5 77611,ZCTA5,77611,77611,Bridge City,TX,9993,3879,2330,45351,3148,165,93,775,195.8,76
ZCTA5 77612,ZCTA5,77612,77612,Buna,TX,9311,3758,2155,27046,3349,254,242,937,10.4,4
ZCTA5 77613,ZCTA5,77613,77613,China,TX,1293,333,235,42262,279,13,9,65,8,3
ZCTA5 77614,ZCTA5,77614,77614,Deweyville,TX,468,101,37,20714,247,0,40,54,19.8,8
ZCTA5 77615,ZCTA5,77615,77615,Evadale,TX,314,179,84,22206,133,5,34,22,113.2,44
ZCTA5 77616,ZCTA5,77616,77616,Fred,TX,656,163,127,40201,84,0,0,16,4,2
ZCTA5 77617,ZCTA5,77617,77617,Gilchrist,TX,125,0,14,21184,21,0,0,8,3.4,1
ZCTA5 77619,ZCTA5,77619,77619,Groves,TX,17349,6584,3583,33108,4873,272,557,1544,1211.8,468
ZCTA5 77622,ZCTA5,77622,77622,Hamshire,TX,1384,497,215,33144,500,7,144,90,32.1,12
ZCTA5 77623,ZCTA5,77623,77623,High Island,TX,340,239,113,31488,290,17,15,107,18.1,7
ZCTA5 77624,ZCTA5,77624,77624,Hillister,TX,535,160,124,28924,226,0,0,36,4.8,2
ZCTA5 77625,ZCTA5,77625,77625,Kountze,TX,8599,2579,1512,32549,2519,256,157,699,9.4,4
ZCTA5 77627,ZCTA5,77627,77627,Nederland,TX,23296,8469,4422,40301,7793,214,927,2676,642.5,248
ZCTA5 77629,ZCTA5,77629,77629,Nome,TX,868,297,196,29185,255,23,37,33,4.7,2
ZCTA5 77630,ZCTA5,77630,77630,Orange,TX,29317,11443,5670,30529,7606,360,1315,2153,118.8,46
ZCTA5 77632,ZCTA5,77632,77626,Mauriceville,TX,22487,8027,4053,,7084,397,650,1854,64.1,25
ZCTA5 77640,ZCTA5,77640,77640,Port Arthur,TX,16618,6638,3785,25588,2221,180,151,941,182.1,70
ZCTA5 77642,ZCTA5,77642,77642,Port Arthur,TX,39017,14267,6980,25260,5192,208,696,1848,741.6,286
ZCTA5 77650,ZCTA5,77650,77650,Port Bolivar,TX,2304,191,72,32584,1032,0,87,357,36.8,14
ZCTA5 77655,ZCTA5,77655,77655,Sabine Pass,TX,291,115,80,36563,151,0,8,77,2.5,1
ZCTA5 77656,ZCTA5,77656,77656,Silsbee,TX,17199,6387,3494,26581,4917,308,460,1487,37,14
ZCTA5 77657,ZCTA5,77657,77657,Lumberton,TX,22161,8736,4738,39375,7650,413,883,1989,144.2,56
ZCTA5 77659,ZCTA5,77659,77659,Sour Lake,TX,4964,2227,1207,35202,1725,86,187,333,20.3,8
ZCTA5 77660,ZCTA5,77660,77660,Spurger,TX,1206,339,213,17361,399,54,50,162,9.1,4
ZCTA5 77661,ZCTA5,77661,77661,Stowell,TX,429,96,67,,105,0,0,52,72.9,28
ZCTA5 77662,ZCTA5,77662,77662,Vidor,TX,25462,9709,5325,33280,9041,292,888,2819,71.2,27
ZCTA5 77663,ZCTA5,77663,77663,Village Mills,TX,1291,231,216,45568,386,30,0,221,18.4,7
ZCTA5 77664,ZCTA5,77664,77664,Warren,TX,2934,582,373,31106,829,0,55,258,5,2
ZCTA5 77665,ZCTA5,77665,77665,Winnie,TX,7080,2349,1408,26066,1713,57,160,475,14.6,6
ZCTA5 77701,ZCTA5,77701,77701,Beaumont,TX,13232,5178,2739,22004,1296,86,288,450,727.9,281
ZCTA5 77702,ZCTA5,77702,77702,Beaumont,TX,2682,1297,679,37229,547,47,13,246,1046.7,404
ZCTA5 77703,ZCTA5,77703,77703,Beaumont,TX,13357,3923,2282,20638,647,74,135,291,536,207
ZCTA5 77705,ZCTA5,77705,77705,Beaumont,TX,37950,20078,14812,24206,4389,216,356,1464,65.1,25
ZCTA5 77706,ZCTA5,77706,77706,Beaumont,TX,29910,11001,6103,41148,8968,176,838,3560,1118.4,432
ZCTA5 77707,ZCTA5,77707,77707,Beaumont,TX,17509,6580,3554,29730,2950,49,242,895,495.7,191
ZCTA5 77708,ZCTA5,77708,77708,Beaumont,TX,12478,4876,2447,29107,1517,82,78,674,430.6,166
ZCTA5 77713,ZCTA5,77713,77713,Beaumont,TX,14408,5410,2681,40484,3642,148,222,1391,53,20
ZCTA5 77801,ZCTA5,77801,77801,Bryan,TX,15097,5280,2713,21890,3718,285,519,2166,1835.7,709
ZCTA5 77802,ZCTA5,77802,77802,Bryan,TX,25502,9344,4973,35735,9288,218,1058,4384,827.3,319
ZCTA5 77807,ZCTA5,77807,77807,Bryan,TX,13140,6148,4198,35254,2984,143,151,1092,49.8,19
ZCTA5 77808,ZCTA5,77808,77808,Bryan,TX,15217,6274,3271,42006,4803,85,374,950,22.4,9
ZCTA5 77830,ZCTA5,77830,77830,Anderson,TX,2836,1157,850,39014,1032,102,0,233,6.2,2
ZCTA5 77831,ZCTA5,77831,77831,Bedias,TX,3517,973,561,27759,938,48,91,329,5.3,2
ZCTA5 77835,ZCTA5,77835,77835,Burton,TX,2463,924,477,43021,1167,2,47,410,12.5,5
ZCTA5 77836,ZCTA5,77836,77836,Caldwell,TX,11721,3897,1977,33438,3682,20,327,939,10.4,4
ZCTA5 77837,ZCTA5,77837,77837,Calvert,TX,1362,397,217,25675,302,15,5,85,5.2,2
ZCTA5 77840,ZCTA5,77840,77840,College Station,TX,55180,14960,7970,15149,13275,677,1061,9623,1939.1,749
ZCTA5 77843,ZCTA5,77843,,,,,,,,0,0,0,0,8328.4,3216
ZCTA5 77845,ZCTA5,77845,77843,College Station,TX,70108,27386,13631,3067,22170,376,1530,7643,197.4,76
ZCTA5 77852,ZCTA5,77852,,,,,,,,0,0,0,0,0,0
ZCTA5 77853,ZCTA5,77853,77853,Dime Box,TX,1116,316,202,28995,248,3,27,87,7.3,3
ZCTA5 77855,ZCTA5,77855,77855,Flynn,TX,159,0,14,50667,21,0,0,6,1,0
ZCTA5 77856,ZCTA5,77856,77856,Franklin,TX,5170,1626,937,32575,1446,79,172,328,4.7,2
ZCTA5 77857,ZCTA5,77857,77857,Gause,TX,985,239,121,27656,307,7,13,71,3.6,1
ZCTA5 77859,ZCTA5,77859,77859,Hearne,TX,7131,2728,1326,21068,1678,32,256,624,18.1,7
ZCTA5 77861,ZCTA5,77861,77861,Iola,TX,2850,737,468,32817,787,18,74,254,7.3,3
ZCTA5 77863,ZCTA5,77863,,,,,,,,0,0,0,0,176.1,68
ZCTA5 77864,ZCTA5,77864,77864,Madisonville,TX,7243,2574,1646,25682,1891,82,259,586,15.5,6
ZCTA5 77865,ZCTA5,77865,77865,Marquez,TX,1571,669,393,27330,664,10,175,150,5.6,2
ZCTA5 77866,ZCTA5,77866,,,,,,,,0,0,0,0,0,0
ZCTA5 77867,ZCTA5,77867,77867,Mumford,TX,109,56,58,17721,33,0,4,5,4.8,2
ZCTA5 77868,ZCTA5,77868,77866,Millican,TX,16647,7369,4760,,3655,29,318,851,25.4,10
ZCTA5 77871,ZCTA5,77871,77871,Normangee,TX,3677,843,426,32992,1137,22,79,421,5.2,2
ZCTA5 77872,ZCTA5,77872,77872,North Zulch,TX,1992,894,394,29602,679,43,76,166,9.9,4
ZCTA5 77873,ZCTA5,77873,77873,Richards,TX,1450,410,219,39429,483,14,28,198,5.4,2
ZCTA5 77875,ZCTA5,77875,,,,,,,,12,0,0,12,3.1,1
ZCTA5 77876,ZCTA5,77876,77876,Shiro,TX,46,70,40,,55,0,0,29,13.2,5
ZCTA5 77878,ZCTA5,77878,77878,Snook,TX,602,226,147,38682,150,0,23,44,9.6,4
ZCTA5 77879,ZCTA5,77879,77863,Lyons,TX,4994,1787,1202,,1751,30,162,779,10.4,4
ZCTA5 77880,ZCTA5,77880,77880,Washington,TX,1922,663,403,65972,413,0,0,34,7.2,3
ZCTA5 77882,ZCTA5,77882,,,,,,,,14,0,0,0,6.6,3
ZCTA5 77901,ZCTA5,77901,77901,Victoria,TX,40062,15665,7796,25659,10505,867,1935,3712,869,336
ZCTA5 77904,ZCTA5,77904,77903,Victoria,TX,29646,10382,5554,,9286,429,914,2738,102.1,39
ZCTA5 77905,ZCTA5,77905,77905,Victoria,TX,15282,5982,3105,34296,5726,311,312,1548,14.9,6
ZCTA5 77950,ZCTA5,77950,77950,Austwell,TX,159,38,23,35000,56,0,5,25,0.4,0
ZCTA5 77951,ZCTA5,77951,77951,Bloomington,TX,2246,514,314,20934,441,0,161,115,22,8
ZCTA5 77954,ZCTA5,77954,77954,Cuero,TX,11458,4524,3035,27280,2301,137,240,683,11,4
ZCTA5 77957,ZCTA5,77957,77957,Edna,TX,8730,2884,1501,27781,2436,114,221,642,9.4,4
ZCTA5 77960,ZCTA5,77960,77960,Fannin,TX,78,37,51,,37,0,0,37,0.7,0
ZCTA5 77961,ZCTA5,77961,77961,Francitas,TX,161,94,145,52964,133,0,30,103,1.7,1
ZCTA5 77962,ZCTA5,77962,77962,Ganado,TX,3425,1211,701,35475,967,27,215,198,6.6,3
ZCTA5 77964,ZCTA5,77964,77964,Hallettsville,TX,8233,2606,1292,30000,2496,62,244,781,5.1,2
ZCTA5 77968,ZCTA5,77968,77968,Inez,TX,3398,993,522,40420,1064,17,70,256,6.1,2
ZCTA5 77969,ZCTA5,77969,77969,La Salle,TX,206,78,34,28750,54,0,22,0,1.7,1
ZCTA5 77970,ZCTA5,77970,77970,La Ward,TX,283,98,50,33594,106,0,0,1,3.2,1
ZCTA5 77971,ZCTA5,77971,77971,Lolita,TX,829,610,370,50938,297,11,20,0,7.1,3
ZCTA5 77973,ZCTA5,77973,77973,McFaddin,TX,47,0,14,,11,0,0,0,0.3,0
ZCTA5 77974,ZCTA5,77974,77974,Meyersville,TX,455,193,94,16754,184,4,25,38,7.6,3
ZCTA5 77975,ZCTA5,77975,77975,Moulton,TX,1753,465,274,38984,555,51,29,168,8.3,3
ZCTA5 77976,ZCTA5,77976,77976,Nursery,TX,68,9,18,71250,19,0,0,0,1.3,1
ZCTA5 77977,ZCTA5,77977,77977,Placedo,TX,667,250,305,14250,142,36,0,50,13,5
ZCTA5 77978,ZCTA5,77978,77978,Point Comfort,TX,621,209,150,37063,162,16,18,70,112.6,43
ZCTA5 77982,ZCTA5,77982,77982,Port O Connor,TX,968,215,138,19690,375,0,58,82,9.8,4
ZCTA5 77983,ZCTA5,77983,77983,Seadrift,TX,1732,763,465,42614,723,0,24,285,10.1,4
ZCTA5 77986,ZCTA5,77986,,,,,,,,9,0,0,0,64.4,25
ZCTA5 77987,ZCTA5,77987,77987,Sweet Home,TX,161,113,77,46250,79,0,2,6,24.2,9
ZCTA5 77988,ZCTA5,77988,77988,Telferner,TX,353,64,35,20446,44,0,0,13,14.5,6
ZCTA5 77990,ZCTA5,77990,77990,Tivoli,TX,661,280,165,29531,301,15,23,111,2.6,1
ZCTA5 77991,ZCTA5,77991,77991,Vanderbilt,TX,428,164,126,56250,80,11,8,0,17.9,7
ZCTA5 77993,ZCTA5,77993,77993,Weesatche,TX,166,74,81,55769,42,0,7,0,4.9,2
ZCTA5 77994,ZCTA5,77994,77994,Westhoff,TX,309,157,80,23929,115,2,36,35,2.5,1
ZCTA5 77995,ZCTA5,77995,77995,Yoakum,TX,9821,3405,2025,27883,2921,84,267,863,11.4,4
ZCTA5 78001,ZCTA5,78001,78001,Artesia Wells,TX,4,0,14,,0,0,0,0,0,0
ZCTA5 78002,ZCTA5,78002,78002,Atascosa,TX,8876,3381,1975,32454,1675,72,229,340,84.7,33
ZCTA5 78004,ZCTA5,78004,78004,Bergheim,TX,518,124,68,50859,177,0,12,40,13.3,5
ZCTA5 78005,ZCTA5,78005,78005,Bigfoot,TX,823,1383,916,40247,822,0,75,214,5,2
ZCTA5 78007,ZCTA5,78007,78007,Calliham,TX,95,76,48,51250,37,0,8,2,2.8,1
ZCTA5 78008,ZCTA5,78008,78008,Campbellton,TX,224,112,68,38533,46,0,0,17,1,0
ZCTA5 78009,ZCTA5,78009,78009,Castroville,TX,8715,2711,1378,31759,2113,28,232,402,43.3,17
ZCTA5 78010,ZCTA5,78010,78010,Center Point,TX,3357,1290,709,29408,1126,22,132,341,21.1,8
ZCTA5 78011,ZCTA5,78011,78011,Charlotte,TX,1943,511,258,18932,445,29,53,114,3.5,1
ZCTA5 78012,ZCTA5,78012,78012,Christine,TX,373,83,52,31500,67,4,3,38,3.8,1
ZCTA5 78013,ZCTA5,78013,78013,Comfort,TX,5868,2002,995,38441,1875,16,195,560,9.1,4
ZCTA5 78014,ZCTA5,78014,78014,Cotulla,TX,5078,2251,1637,21629,1176,149,134,231,2.3,1
ZCTA5 78015,ZCTA5,78015,78015,Boerne,TX,20764,7884,3841,62121,6396,61,734,1429,311.8,120
ZCTA5 78016,ZCTA5,78016,78016,Devine,TX,10530,3737,2166,26625,3024,225,517,661,24.8,10
ZCTA5 78017,ZCTA5,78017,78017,Dilley,TX,5912,2307,1720,28074,769,22,86,214,5.1,2
ZCTA5 78019,ZCTA5,78019,78019,Encinal,TX,1483,631,463,,322,6,34,65,0.9,0
ZCTA5 78021,ZCTA5,78021,78021,Fowlerton,TX,160,26,13,,3,0,0,0,0.1,0
ZCTA5 78022,ZCTA5,78022,78022,George West,TX,4343,1540,713,24030,1550,26,273,415,3.8,1
ZCTA5 78023,ZCTA5,78023,78023,Helotes,TX,30295,11576,5863,54719,7620,144,690,1259,123.6,48
ZCTA5 78024,ZCTA5,78024,78024,Hunt,TX,1083,423,236,25110,492,11,27,178,1.9,1
ZCTA5 78025,ZCTA5,78025,78025,Ingram,TX,5146,1656,971,32250,1847,92,170,575,37.3,14
ZCTA5 78026,ZCTA5,78026,78026,Jourdanton,TX,6181,2507,1416,31716,2143,228,321,591,7.2,3
ZCTA5 78027,ZCTA5,78027,78027,Kendalia,TX,478,191,197,26205,169,11,0,0,2.4,1
ZCTA5 78029,ZCTA5,78029,78029,Kerrville,TX,7,0,14,,0,0,0,0,0,0
ZCTA5 78039,ZCTA5,78039,78039,La Coste,TX,1795,1025,504,27131,604,0,96,169,50.8,20
ZCTA5 78040,ZCTA5,78040,78040,Laredo,TX,36688,12418,6173,17117,7130,539,2114,1917,2274.1,878
ZCTA5 78041,ZCTA5,78041,78041,Laredo,TX,48491,17356,8420,24814,9855,650,2104,2360,1036.3,400
ZCTA5 78043,ZCTA5,78043,78043,Laredo,TX,43473,17615,9463,21458,8542,799,1770,1696,99.6,38
ZCTA5 78044,ZCTA5,78044,78044,Laredo,TX,200,121,84,25125,49,9,10,0,1.8,1
ZCTA5 78045,ZCTA5,78045,78045,Laredo,TX,65354,27952,14624,39717,13494,978,1797,2007,39.4,15
ZCTA5 78046,ZCTA5,78046,78046,Laredo,TX,71956,25237,13142,20922,11882,777,3158,1413,144.1,56
ZCTA5 78050,ZCTA5,78050,78050,Leming,TX,583,198,123,33929,99,10,16,7,32.2,12
ZCTA5 78052,ZCTA5,78052,78052,Lytle,TX,7443,2172,1237,29202,1780,129,280,365,60.3,23
ZCTA5 78055,ZCTA5,78055,78055,Medina,TX,1574,567,275,25487,743,8,143,233,3.1,1
ZCTA5 78056,ZCTA5,78056,78056,Mico,TX,2116,734,428,62111,700,8,24,171,8.4,3
ZCTA5 78057,ZCTA5,78057,78057,Moore,TX,1220,320,292,,460,0,0,439,1.4,1
ZCTA5 78058,ZCTA5,78058,78058,Mountain Home,TX,1304,160,123,42782,340,19,0,96,0.7,0
ZCTA5 78059,ZCTA5,78059,78059,Natalia,TX,5724,1699,1081,31111,1542,68,106,389,54.3,21
ZCTA5 78061,ZCTA5,78061,78061,Pearsall,TX,10569,4146,3024,21107,1782,21,449,359,8.2,3
ZCTA5 78062,ZCTA5,78062,,,,,,,,0,0,0,0,0,0
ZCTA5 78063,ZCTA5,78063,78063,Pipe Creek,TX,9302,2872,1601,33908,3341,86,179,1037,30,12
ZCTA5 78064,ZCTA5,78064,78064,Pleasanton,TX,15710,5827,2920,29981,4101,271,537,994,22,8
ZCTA5 78065,ZCTA5,78065,78065,Poteet,TX,12048,4024,2084,26449,2583,243,329,586,24,9
ZCTA5 78066,ZCTA5,78066,78066,Rio Medina,TX,650,74,77,35773,245,0,0,30,10.1,4
ZCTA5 78067,ZCTA5,78067,78067,San Ygnacio,TX,613,143,72,11742,100,0,25,0,1.4,1
ZCTA5 78069,ZCTA5,78069,78069,Somerset,TX,5803,2637,1579,28314,1338,69,208,327,88.7,34
ZCTA5 78071,ZCTA5,78071,78071,Three Rivers,TX,4124,1727,1465,22130,936,96,50,285,4.6,2
ZCTA5 78072,ZCTA5,78072,78072,Tilden,TX,420,214,165,30435,106,8,20,22,0.2,0
