name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code
Alameda Brewing Co,micro,4736 SE 24th Ave,Portland,Oregon,97202-4787,-122.6412495,45.48882655,Oregon,97202
Alameda Brewing Co,micro,4765 NE Fremont St,Portland,Oregon,97213-1724,-122.6136209,45.54849565,Oregon,97213
Alameda Island Brewing Company,micro,1716 Park St,Alameda,California,94501-1416,-122.2394506,37.76833631,California,94501
Alamo Beer Co,micro,415 Burnet St,San Antonio,Texas,78202-1909,-98.4771638,29.42902321,Texas,78202
Alarmist Brewing Co,micro,4055 W Peterson Ave Ste REAR,Chicago,Illinois,60646-6072,,,Illinois,60646
Alaro Craft Brewery,brewpub,2004 Capitol Ave,Sacramento,California,95811,-121.4811835,38.57323961,California,95811
Alaskan Brewing Co.,regional,5429 Shaune Dr,Juneau,Alaska,99801-9540,-134.4918763,58.35681231,Alaska,99801
Albia Brewing Co,brewpub,11 Benton Ave E,Albia,Iowa,52531-2032,-92.8073711,41.02718903,Iowa,52531
Albion Malleable Brewing Company,brewpub,420 S Superior St,Albion,Michigan,49224,-84.7532755,42.2423188,Michigan,49224
Albright Grove Brewing Company,planning,,Townsend,Tennessee,37882,,,Tennessee,37882
Alcatraz Brewing,micro,20 Ocean Vista Ln,Palm Coast,Florida,32137-2743,-81.19287028,29.61781196,Florida,32137
"Alcazar Brewery, LLC.",planning,,Rio Grande City,Texas,78582-4450,,,Texas,78582
Alchemist Cannery,regional,35 Crossroad,Waterbury,Vermont,05676-9003,,,Vermont,05676
Aldus Brewing Company,micro,555 Centennial Ave,Hanover,Pennsylvania,17331-3936,-76.98030009,39.79422185,Pennsylvania,17331
Ale Asylum,regional,2002 Pankratz St,Madison,Wisconsin,53704-4024,-89.35416285,43.12046815,Wisconsin,53704
Ale House Brewing Co,micro,,San Jose,California,95118-1605,-121.8905833,37.3361905,California,95118
Ale Industries,micro,3096 E 10th St,Oakland,California,94601-2960,-122.2281897,37.7761111,California,94601
Ale Republic,micro,28 Arroyo Seco,Cedar Crest,New Mexico,87008,,,New Mexico,87008
Ale Spike,closed,9300 271st St NW Ste B-5,Stanwood,Washington,98292,,,Washington,98292
Ale Spike Brewery,micro,1244 N Moore Rd Unit I-1,Camano Island,Washington,98282,-122.4381311,48.25785496,Washington,98282
Aleman Brewing,micro,3304 N Knox Ave,Chicago,Illinois,60641-4434,-87.74301213,41.94087994,Illinois,60641
Alematic Artisan Ales,planning,,Huber Heights,Ohio,45424-3857,,,Ohio,45424
Alesatian Brewing Co.,brewpub,21 N Loudoun St,Winchester,Virginia,22601-4715,-78.16559208,39.18446446,Virginia,22601
AleSmith Brewing Co,regional,9990 Alesmith Ct,San Diego,California,92126-4200,-117.1495496,32.88858458,California,92126
Alesong Brewing and Blending,micro,1000 Conger St Ste C,Eugene,Oregon,97402-2950,-123.2384193,43.85285684,Oregon,97402
Alesong Brewing and Tasting Room,micro,1000 Conger Unit C,Eugene,Oregon,97402,-123.2384193,43.85285684,Oregon,97402
Alewerks Brewing Company,micro,197 Ewell Rd,Williamsburg,Virginia,23188-2185,,,Virginia,23188
Alewife Brewing Company,brewpub,514 51st Ave,Long Island City,New York,11101-5879,-73.95625257,40.74232214,New York,11101
Alexandria Brewing Company,micro,7926 Alexandria Pike Ste 1,Alexandria,Kentucky,41001-1454,,,Kentucky,41001
Alibi Ale Works,micro,204 E Enterprise St,Incline Village,Nevada,89451-9456,-119.9537117,39.24819328,Nevada,89451
Alien Brewpub,brewpub,6601 Uptown Blvd NE Ste B,Albuquerque,New Mexico,87110-4207,,,New Mexico,87110
Align Brewing Co,micro,8680 Miralani Dr,San Diego,California,92126-6300,-117.137429,32.896584,California,92126
All Rise Brewing Co,brewpub,235 N Ashland Ave,Chicago,Illinois,60607-1401,-87.6667328,41.8864021,Illinois,60607
All Saints Brewing Co,micro,1602 State Route 119,Greensburg,Pennsylvania,15601-7317,,,Pennsylvania,15601
All-American Ale Works,micro,5120 E La Palma Ave Ste 103,Anaheim,California,92807-2082,-117.8056915,33.85925032,California,92807
Allagash Brewing Co,regional,50 Industrial Way,Portland,Maine,04103-1270,-70.3179518,43.7030951,Maine,04103
Allegheny City Brewing,micro,507 Foreland St,Pittsburgh,Pennsylvania,15212-4910,-80.00061073,40.45424933,Pennsylvania,15212
Allegory Brewing,micro,777 NE 4th St,McMinnville,Oregon,97128-4502,-123.1917806,45.21081917,Oregon,97128
Allentown Brew Works,brewpub,812 Hamilton St,Allentown,Pennsylvania,18101-2437,-75.4575021,40.6060468,Pennsylvania,18101
Alliance Brewing Company,micro,1130 Sevier Ave,Knoxville,Tennessee,37920,-83.9035469,35.9593516,Tennessee,37920
Alligator Brewing / Tall Paul's Brewhouse,micro,10 SE 2nd Ave,Gainesville,Florida,32601-6232,-82.3222523,29.6502615,Florida,32601
Alloy Brewing Company,micro,2700 Coon Rapids Blvd NW,Coon Rapids,Minnesota,55433-3955,-93.33543497,45.16953614,Minnesota,55433
Alltech's Lexington Brewing,regional,475 Angliana Ave,Lexington,Kentucky,40508-3134,-84.51599645,38.04950651,Kentucky,40508
Alluvial Brewing Company,micro,3715 W 190th St,Ames,Iowa,50014-9316,-93.6370387,41.5831617,Iowa,50014
Alma Brewing Co,brewpub,208 E Superior St,Alma,Michigan,48801-1819,-84.6588719,43.37888808,Michigan,48801
Alma Mader Brewing,micro,2635 Southwest Blvd,Kansas City,Missouri,64108,-94.599389,39.082495,Missouri,64108
Almanac Beer Company,micro,651B W Tower Ave,Alameda,California,94501-5047,-122.3062832,37.78344977,California,94501
Almost Famous Brewing Company,micro,17 Kripes Rd,East Granby,Connecticut,06026,-72.4224674,41.9581654,Connecticut,06026
Aloha Beer Co,brewpub,700 Queen St,Honolulu,Hawaii,96813-5110,-157.857248,21.301249,Hawaii,96813
Alosta Brewing Co,micro,692 Arrow Grand Cir,Covina,California,91722-2122,-117.8781466,34.10365026,California,91722
Alpenglow Beer Co,contract,,Lafayette,California,94549-4621,-122.1180201,37.8857582,California,94549
Alpha Acid Brewing Co,micro,121 Industrial Way Ste 12,Belmont,California,94002-8208,-122.2655717,37.52125155,California,94002
Alpha Brewing Co.,micro,4310 Fyler Ave,Saint Louis,Missouri,63116,-90.26236838,38.59861817,Missouri,63116
Alphabet City Brewing Co,contract,96 Avenue C Frnt 4,New York,New York,10009-7055,,,New York,10009
Alpine Beer Company,brewpub,6550 Mira Mesa Blvd,San Diego,California,92121-4100,-117.113975,32.9167796,California,92121
Alpine Brewing Co,micro,821 14th Ave,Oroville,Washington,98844,-119.4305306,48.9365877,Washington,98844
Alpine Dog Brewing Co,micro,1505 N Ogden St,Denver,Colorado,80218-1405,,,Colorado,80218
ALT Brew / Greenview Brewing LLC,brewpub,1808 Wright St,Madison,Wisconsin,53704-2522,-89.33026,43.12576305,Wisconsin,53704
Alta Brewing Company,micro,1983 Julian Avenue,San Diego,California,92113-1125,-117.1414712,32.7018758,California,92113
Altamont Beer Works,micro,2402 Research Dr,Livermore,California,94550-3850,-121.7210974,37.67839114,California,94550
Alter Brewing Company,micro,2300 Wisconsin Ave Ste 213,Downers Grove,Illinois,60515-2234,,,Illinois,60515
Alternation Brewing Company,micro,1539 S Broadway,Denver,Colorado,80210-2607,-104.9876117,39.68866374,Colorado,80210
Altitude Chophouse and Brewery,brewpub,320 S 2nd St,Laramie,Wyoming,82070-3612,-105.5953366,41.31038565,Wyoming,82070
Altmeyer and Lewis Brewing Company,micro,15898 N Hwy 123,San Marcos,Texas,78666-2418,,,Texas,78666
Altruist Brewing Company,brewpub,559 Main St Unit 105,Sturbridge,Massachusetts,01518-1208,,,Massachusetts,01518
Altstadt Brewery,micro,6120 E US Highway 290,Fredericksburg,Texas,78624-2176,-98.8467263,30.2468574,Texas,78624
Alvarado Street Brewery,micro,1315 Dayton St Ste E,Salinas,California,93901-4400,-121.6305329,36.64880356,California,93901
Alvarado Street Brewery & Grill,brewpub,426 Alvarado St,Monterey,California,93940-2711,-121.8946096,36.59857755,California,93940
Alvarium Beer Company,micro,365 John Downey Dr Ste B,New Britain,Connecticut,06051-2922,,,Connecticut,06051
Amador Brewing Company,micro,9659 Main St,Plymouth,California,95669-9570,-120.849271,38.4808723,California,95669
Amalgam Brewing,proprietor,6381 Beach St Unit A,Denver,Colorado,80221-2036,,,Colorado,80221
Amani Brewing,brewpub,654 Ropp Dr,Martinsburg,West Virginia,25403-1533,-77.949602,39.5332966,West Virginia,25403
Ambacht Brewing,micro,1060 NE 25th Ave Ste B,Hillsboro,Oregon,97124-4903,-122.9564737,45.53275124,Oregon,97124
Amber Lantern Brewing Company,brewpub,44 N Main St,Warsaw,New York,14569-1326,-78.132363,42.7408423,New York,14569
Ambitious Ales,planning,,Long Beach,California,90807-2907,-118.1580493,33.78538945,California,90807
Amelia Island Brewing Company,brewpub,318 Centre St,Fernandina Beach,Florida,32034-4241,-81.46236272,30.67106045,Florida,32034
American Badass Beer,contract,1401 Abbott St Corktown,Detroit,Michigan,48216-1946,,,Michigan,48216
American Brewers Inc,micro,3408 Miller Rd,Kalamazoo,Michigan,49001-4111,-85.5378194,42.26671998,Michigan,49001
American Brewing Company,closed,180 W Dayton St Ste 102,Edmonds,Washington,98020-4127,,,Washington,98020
American Harvest Brewpub At Schoolcraft College,brewpub,18600 Haggerty Rd,Livonia,Michigan,48152-3932,-83.42868497,42.419317,Michigan,48152
American Honor Beer Co,contract,700 N Pennsylvania Ave,Wilkes Barre,Pennsylvania,18705-2451,-75.859363,41.254896,Pennsylvania,18705
American Icon Brewery,brewpub,1133 19th Place,Vero Beach,Florida,32960,-80.3955067,27.63674361,Florida,32960
American Solera,micro,1702 E 6th St,Tulsa,Oklahoma,74104,-95.9667403,36.1518928,Oklahoma,74104
Americana Brewery,planning,,Fort Lauderdale,Florida,33328-1606,,,Florida,33328
Amerisports Brew Pub,brewpub,3200 Ameristar Dr,Kansas City,Missouri,64161,-94.484526,39.150682,Missouri,64161
Amherst Brewing Co / Hangar Pub and Grill,brewpub,10 University Dr,Amherst,Massachusetts,01002-2243,-72.5318418,42.3728635,Massachusetts,01002
Ammo Brewing,micro,235 N Market St,Petersburg,Virginia,23803-3207,-77.407177,37.230765,Virginia,23803
Amorys Tomb Brewing Co,micro,76 Main St,Maynard,Massachusetts,01754-2516,-71.45315644,42.43203845,Massachusetts,01754
Amplified Ale Works,brewpub,4150 Mission Blvd Ste 208,San Diego,California,92109-5054,-117.2511178,32.7719729,California,92109
Amplified Ale Works Miramar Studio,brewpub,9030 Kenamar Dr Ste 309,San Diego,California,92121-2432,-117.1570695,32.88687598,California,92121
Anacapa Brewing Co,brewpub,472 E Main St,Ventura,California,93001-2627,-119.2935874,34.28073347,California,93001
Anacortes Brewery/Rockfish Grill,brewpub,320 Commercial Ave,Anacortes,Washington,98221-1517,-122.6126089,48.51933431,Washington,98221
Anaheim Brewery,micro,336 S Anaheim Blvd,Anaheim,California,92805-3830,-117.9125249,33.8328226,California,92805
Anawan Brewing Company,planning,,Dighton,Massachusetts,02764,,,Massachusetts,02764
Ancestry Brewery,brewpub,20585 SW 115th Ave,Tualatin,Oregon,97062-6857,-122.7967838,45.3711546,Oregon,97062
Anchor Brewing Co,large,1705 Mariposa St,San Francisco,California,94107-2334,-122.4011065,37.7630772,California,94107
Anchorage Brewing Co,micro,148 W 91st Ave,Anchorage,Alaska,99515-1901,-149.8893581,61.1385311,Alaska,99515
Ancient City Brewing Co.,micro,3420 Agricultural Center Dr Ste 8,Saint Augustine,Florida,32092-0690,,,Florida,32092
Andean Brewing,micro,300 Corporate Dr Ste 2,Blauvelt,New York,10913-1162,,,New York,10913
Anderson Valley Brewing Co,regional,17700 CA-253,Boonville,California,95415,-123.3560542,39.00141731,California,95415
Andrews Brewing Co,micro,353 High St,Lincolnville,Maine,04849-5846,,,Maine,04849
Andrews Brewing Co At Calaboose Cellars,micro,575 Aquone Rd,Andrews,North Carolina,28901-7004,-83.81487799,35.19958164,North Carolina,28901
Angel City Brewery,micro,216 S Alameda St,Los Angeles,California,90012-4201,-118.237715,34.04627065,California,90012
"Angelina Brewing Company, LLC.",planning,,Lufkin,Texas,75904-7550,,,Texas,75904
"Angry Chair Brewing, LLC.",micro,6401 N Florida Ave,Tampa,Florida,33604-6007,-82.459381,28.005127,Florida,33604
Angry Erik Brewing,micro,10 Millpond Dr Unit 8,Lafayette,New Jersey,07848-3825,,,New Jersey,07848
Angry Fish Brewing Company,micro,106 Fabrister Ln Ste C,Lexington,South Carolina,29072,,,South Carolina,29072
Angry Hank's Microbrewery,micro,20 N 30th St,Billings,Montana,59101-2140,-108.5076025,45.78022173,Montana,59101
Angry Horse Brewing,micro,603 W Whittier Blvd,Montebello,California,90640-5235,-118.1003743,34.0084152,California,90640
Angry Inch Brewing,micro,20841 Holyoke Ave,Lakeville,Minnesota,55044-,-93.2432718,44.6476022,Minnesota,55044
Angry James Brewing Co,micro,421 Adams Ave,Silverthorne,Colorado,80498,-106.0764637,39.63306895,Colorado,80498
"Angry Minnow, The",brewpub,10440 Florida Ave,Hayward,Wisconsin,54843-7112,-91.4887672,46.0104853,Wisconsin,54843
Angry Scotsman Brewing,contract,704 W Reno Ave,Oklahoma City,Oklahoma,73102-2434,-97.6002769,35.4644206,Oklahoma,73102
Angry Troll Brewing / 222 Public House,brewpub,222 E Main St Ste U2,Elkin,North Carolina,28621-3493,,,North Carolina,28621
Anheuser-Busch InBev,large,1 Busch Pl,Saint Louis,Missouri,63118-1849,-90.2118998,38.5954536,Missouri,63118
Anheuser-Busch Inc - Fort Collins,large,2351 Busch Dr,Fort Collins,Colorado,80524-9400,-105.0019686,40.61817811,Colorado,80524
Anheuser-Busch Inc - Los Angeles,large,15800 Roscoe Blvd,Van Nuys,California,91406-1350,-118.4721072,34.2213918,California,91406
Anheuser-Busch Inc â Baldwinsville,large,2885 Belgium Rd,Baldwinsville,New York,13027-2706,-76.31159343,43.16510925,New York,13027
Anheuser-Busch Inc â Cartersville,large,100 Busch Dr NE,Cartersville,Georgia,30121-7217,,,Georgia,30121
Anheuser-Busch Inc â Columbus,large,700 Schrock Rd,Columbus,Ohio,43229-1123,-82.99307,40.102197,Ohio,43229
Anheuser-Busch Inc â Fairfield,large,3101 Busch Dr,Fairfield,California,94534-9726,-122.0902992,38.2365838,California,94534
Anheuser-Busch Inc â Houston,large,775 Gellhorn Dr,Houston,Texas,77029-1496,-95.27130674,29.771858,Texas,77029
Anheuser-Busch Inc â Jacksonville,large,111 Busch Dr,Jacksonville,Florida,32218-5546,-81.6481156,30.4319552,Florida,32218
Anheuser-Busch Inc â Merrimack,large,221 Daniel Webster Hwy,Merrimack,New Hampshire,03054-4807,-71.48598162,42.8253635,New Hampshire,03054
Anheuser-Busch Inc â Newark,large,200 US Highway 1,Newark,New Jersey,07114-2298,,,New Jersey,07114
Anheuser-Busch Inc ̢���� Williamsburg,large,7801 Pocahontas Trl,Williamsburg,Virginia,23185-6302,-76.6798988,37.2652889,Virginia,23185
Animas Brewing Co,brewpub,1560 E 2nd Ave,Durango,Colorado,81301-5186,-107.8769912,37.27997215,Colorado,81301
Ankrolab Brewing Company,planning,,Naples,Florida,34112-6363,,,Florida,34112
Anthem Brewing Co,micro,908 SW 4th St,Oklahoma City,Oklahoma,73109-1012,-97.5279236,35.46099673,Oklahoma,73109
"Antietam Brewery,LLC",micro,140 Western Maryland Pkwy Unit G,Hagerstown,Maryland,21740-5197,,,Maryland,21740
Antiques on High,micro,714 S High St,Columbus,Ohio,43206,-82.99774,39.9476,Ohio,43206
Anvil Brewing,brewpub,115 S. Compress St,Pittsburg,Texas,75686-1353,,,Texas,75686
Apex Aleworks Brew And BBQ Supplies,micro,4360 S Noland Rd,Independence,Missouri,64055-4741,-94.416872,39.041039,Missouri,64055
Apex Brewery,planning,,Central Valley,New York,10917-3708,,,New York,10917
Apocalypse Ale Works,micro,1257 Burnbridge Rd,Forest,Virginia,24551-3803,-79.28917899,37.36302124,Virginia,24551
Apocalypse Brew Works,micro,1612 Mellwood Ave,Louisville,Kentucky,40206-1752,-85.72031443,38.2566442,Kentucky,40206
Appalachian Brewing Co - Collegeville,brewpub,50 W Third Ave Collegeville Station 2nd Floor,Collegeville,Pennsylvania,19426-3655,,,Pennsylvania,19426
Appalachian Brewing Co - Gettysburg Gateway,brewpub,70 Presidential Cir,Gettysburg,Pennsylvania,17325-8399,,,Pennsylvania,17325
Appalachian Brewing Co - Harrisburg,brewpub,50 N Cameron St,Harrisburg,Pennsylvania,17101-2407,-76.8816961,40.291059,Pennsylvania,17101
Appalachian Brewing Co - Lititz,brewpub,55 N Water St,Lititz,Pennsylvania,17543-1612,-76.30100986,40.15827375,Pennsylvania,17543
Appalachian Brewing Co - Mechanicsburg,brewpub,6462 Carlisle Pike,Mechanicsburg,Pennsylvania,17050-2384,,,Pennsylvania,17050
Appalachian Mountain Brewery - Boone,micro,163 Boone Creek Dr,Boone,North Carolina,28607-7911,-81.668461,36.2033414,North Carolina,28607
Appalachian Mountain Brewery - Portsmouth,micro,1 Redhook Way,Portsmouth,New Hampshire,03801-6853,-70.8044602,43.087884,New Hampshire,03801
Apple Blossom Brewing Co,brewpub,1550 E Zion Rd,Fayetteville,Arkansas,72703-5017,-94.1372796,36.1297079,Arkansas,72703
Appleton Beer Factory,brewpub,603 W College Ave,Appleton,Wisconsin,54911-5803,-88.4139148,44.26173602,Wisconsin,54911
Apponaug Brewing,brewpub,334 Knight St,Warwick,Rhode Island,02886,-71.4691256,41.7265254,Rhode Island,02886
Aquabrew,brewpub,150 S L B J Dr,San Marcos,Texas,78666-5506,,,Texas,78666
Aquatic Brewing LLC,planning,,Falmouth,Massachusetts,02540-3299,,,Massachusetts,02540
Aqueduct Brewing,micro,529 Grant St Ste 106,Akron,Ohio,44311-1184,-81.51788487,41.0698532,Ohio,44311
"Aransas Pass Brewing Company, LLC",planning,,Aransas Pass,Texas,78336-1920,,,Texas,78336
Arbeiter Brewing Company,planning,,Minneapolis,Minnesota,55418-2325,,,Minnesota,55418
Arbor Brewing Co,brewpub,114 E Washington St,Ann Arbor,Michigan,48104-1905,-83.74822471,42.28041029,Michigan,48104
Arbor Brewing Co. Microbrewery,micro,720 Norris St,Ypsilanti,Michigan,48198-2825,-83.6099915,42.250158,Michigan,48198
Arcadia Brewing Co,micro,701 E Michigan Ave,Kalamazoo,Michigan,49007-4946,-85.5715368,42.2950789,Michigan,49007
Arcadian Moon,brewpub,19203 Old Highway 40,Higginsville,Missouri,64037,-93.773203,39.001467,Missouri,64037
Arcana Brewing Company,micro,5621 Palmer Way Ste C,Carlsbad,California,92010-7254,-117.273876,33.14038605,California,92010
Arch Rock Brewing Co,micro,28779 Hunter Creek Loop,Gold Beach,Oregon,97444-9626,-124.4155402,42.3898306,Oregon,97444
Archaic Craft Brewery At Centro,brewpub,140 E Main St,Tustin,California,92780-4408,-117.823173,33.7419754,California,92780
Arches Brewing,micro,3361 Dogwood Dr,Hapeville,Georgia,30354-1439,,,Georgia,30354
Archetype Brewing,micro,265 Haywood Rd,Asheville,North Carolina,28806-4545,,,North Carolina,28806
Arclight Brewing Company,micro,544 N Main St,Watervliet,Michigan,49098-9797,-86.25939238,42.19104832,Michigan,49098
Arcpoint Brewing Co,micro,,Belchertown,Massachusetts,01007-9305,,,Massachusetts,01007
Ardent Craft Ales,micro,3200 W Leigh St,Richmond,Virginia,23230-4410,-77.47201237,37.5684425,Virginia,23230
"Ardent Spirits, Inc",planning,,Collinsville,Illinois,62234,,,Illinois,62234
Argilla Brewing Co @ Pietro's Pizza,brewpub,2667 Kirkwood Hwy,Newark,Delaware,19711-7242,,,Delaware,19711
Argus Brewery,micro,11314 S Front Ave,Chicago,Illinois,60628-5007,-87.61206845,41.68854885,Illinois,60628
Argyle Brewing Company,micro,1 Main St,Greenwich,New York,12834-1209,-73.496758,43.08767125,New York,12834
Arizona Craft Brewing,micro,"473 Elgin Road, Suite BH",Elgin,Arizona,85611,,,Arizona,85611
Arizona Wilderness Brewing,brewpub,721 N Arizona Ave,Gilbert,Arizona,85233-3405,,,Arizona,85233
Arkane Aleworks,micro,2480 E Bay Dr #23,Largo,Florida,33771-2467,,,Florida,33771
Arkose Brewery,micro,650 E Steel Loop,Palmer,Alaska,99645-6689,-149.103408,61.582157,Alaska,99645
Arlington Club,micro,811 SW Salmon St,Portland,Oregon,97205-3094,-122.6818596,45.51786855,Oregon,97205
Armada Brewing,contract,250 Bradley Street,East Haven,Connecticut,06512,-72.87397563,41.29004301,Connecticut,06512
Armadillo Ale Works,micro,221 S Bell Ave,Denton,Texas,76201-4259,-97.12830051,33.21286666,Texas,76201
Armistice Brewing Company,micro,845 Marina Bay Pkwy Suite 1,Richmond,California,94804-6420,-122.348274,37.91966864,California,94804
"Armour Brewing Company, LLC",brewpub,721 Main St,Armour,South Dakota,57313-2122,-98.34450702,43.33084265,South Dakota,57313
Armstrong Brewing Co,micro,415 Grand Ave Ste 103,South San Francisco,California,94080-3614,-119.1925726,50.44703096,California,94080
