City_ID,NAME,state,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64,income_household,income_household_median,income_family_median,income_nonfamily_median,earnings_median,employment_total,employment_male,employment_female,occupancy_status_total,occupancy_status_occupied,occupancy_status_vacant
10,"Enterprise city, Alabama",01,24184,28984,15050,13934,39.9,34.8,45.6,28984,2034,4249,3793,3557,4013,11911,50688,61774,45028,29627,23690,9295,9193,13840,11911,1929
11,"Fairhope city, Alabama",01,25240,29332,14325,15007,43.8,43.2,44.8,29332,1276,2014,5217,3634,5379,10761,78375,87331,33516,40701,23004,9476,9108,11409,10761,648
12,"Florence city, Alabama",01,26896,39922,18263,21659,37.2,32.8,41.2,39922,4905,6860,3981,4325,5226,17130,44708,59606,19675,30626,32831,11672,13899,19832,17130,2702
13,"Gadsden city, Alabama",01,28696,33764,16043,17721,37.8,38.3,36.8,33764,4071,3675,4472,4208,4403,12468,31660,39845,63668,23461,26830,10679,10804,16239,12468,3771
14,"Helena city, Alabama",01,34024,20230,9354,10876,38.3,34.8,41.1,20230,1342,2693,2663,3954,2058,7522,99968,104901,57946,51581,15718,6834,6677,7813,7522,291
15,"Homewood city, Alabama",01,35800,26057,11162,14895,30.1,32.8,27.3,26057,5767,3520,2038,3542,2709,9822,78125,126723,41621,42266,21482,8193,10209,10163,9822,341
16,"Hoover city, Alabama",01,35896,92588,46671,45917,38.9,38.2,40.7,92588,4895,13391,14452,11598,11436,36721,99276,127397,43350,52283,73403,29473,29111,38821,36721,2100
17,"Huntsville city, Alabama",01,37000,215482,106904,108578,38.0,37.1,39.0,215482,23658,33498,30325,21628,28330,96551,70757,91448,57662,41750,177146,71807,69060,104141,96551,7590
18,"Madison city, Alabama",01,45784,57735,28717,29018,34.5,33.0,36.0,57735,2546,9003,8340,6739,7551,20917,101458,133023,28799,60340,42800,17336,19352,21229,20917,312
19,"Mobile city, Alabama",01,50000,184960,88077,96883,37.8,36.3,39.3,184960,17514,27941,20723,20921,23990,77991,43786,59065,34767,31638,147671,54288,61146,88507,77991,10516
20,"Montgomery city, Alabama",01,51000,198659,92976,105683,36.1,33.5,38.0,198659,19751,28255,25812,21754,23132,81529,46957,56545,31189,31087,155597,58199,65903,93055,81529,11526
21,"Northport city, Alabama",01,55200,31015,15175,15840,36.2,31.9,37.5,31015,2596,3773,4160,3383,4388,11719,66609,93290,30478,37045,23492,8325,11056,12623,11719,904
22,"Opelika city, Alabama",01,57048,31534,15946,15588,40.1,35.3,46.6,31534,4829,3654,3834,3873,4268,13244,60972,75549,26217,34871,27336,11280,9888,14375,13244,1131
23,"Oxford city, Alabama",01,57576,24780,11367,13413,42.2,41.0,42.2,24780,1587,3947,2765,4053,2479,9139,56973,74840,49784,34167,20282,7263,7990,9829,9139,690
24,"Pelham city, Alabama",01,58848,24690,12069,12621,38.0,36.0,39.7,24690,1395,3736,3477,2992,2608,8616,76267,102470,14421,45390,18966,7167,7794,8702,8616,86
25,"Phenix City city, Alabama",01,59472,36884,18327,18557,39.0,33.8,41.9,36884,5283,3238,5096,4640,4933,14837,34309,57755,35066,35714,28930,12423,11548,18116,14837,3279
26,"Prattville city, Alabama",01,62328,42349,20332,22017,41.5,40.0,45.0,42349,4993,3212,5823,6559,5567,16903,62781,84664,25021,32862,34370,12472,14679,17936,16903,1033
27,"Prichard city, Alabama",01,62496,20394,8340,12054,36.4,38.4,35.0,20394,2491,2761,2427,2020,2434,7601,36058,41539,47596,27362,16450,5560,7294,9856,7601,2255
28,"Trussville city, Alabama",01,76944,27985,13884,14101,38.5,38.2,38.5,27985,2082,1511,5724,4733,2621,8343,115250,120570,31220,65114,21543,9808,8557,8770,8343,427
29,"Tuscaloosa city, Alabama",01,77256,100606,47802,52804,29.4,29.4,29.5,100606,25005,16299,9563,9260,9889,39266,41770,64250,62944,29407,83826,35429,36446,50913,39266,11647
30,"Vestavia Hills city, Alabama",01,78552,38769,19142,19627,37.2,35.9,39.3,38769,1330,5364,6530,4827,3546,15672,121465,156721,50173,65744,28199,10850,11744,16609,15672,937
31,"Anchorage municipality, Alaska",02,03000,288121,147647,140474,35.2,33.9,36.0,288121,27344,47051,42922,32763,32652,109584,86654,109002,48842,43506,225620,97726,91283,119808,109584,10224
32,"Fairbanks city, Alaska",02,24230,32704,18040,14664,30.6,28.6,31.4,32704,5917,7339,3329,3278,1965,12688,59109,67849,57348,35160,27136,12867,9497,14521,12688,1833
33,"Juneau city and borough, Alaska",02,36400,31973,15153,16820,39.4,39.6,38.9,31973,2812,5492,4260,3533,4804,12895,80114,102761,40541,39418,26043,10048,11519,14180,12895,1285
34,"Knik-Fairview CDP, Alaska",02,40645,20246,9811,10435,31.9,32.8,31.4,20246,1237,3389,2358,2619,2285,6976,75064,80429,55380,41061,14652,6313,6319,7923,6976,947
35,"Anthem CDP, Arizona",04,02430,26401,12228,14173,41.5,40.9,41.7,26401,2256,1641,3156,4103,2426,8963,118913,123677,25718,69921,19674,6507,7952,10049,8963,1086
36,"Apache Junction city, Arizona",04,02830,39958,19855,20103,49.3,43.2,53.4,39958,3319,4909,3953,4640,5779,17248,49315,61285,46120,30225,34702,12279,11214,20918,17248,3670
37,"Avondale city, Arizona",04,04720,90562,42419,48143,30.2,28.2,32.2,90562,10447,12730,12357,10945,8660,26611,71423,78138,58195,37790,65382,26903,31415,27650,26611,1039
38,"Buckeye city, Arizona",04,07940,101314,51385,49929,35.1,35.5,34.7,101314,5402,16187,12058,14658,9215,30913,75417,81887,20517,41237,74633,32177,27625,32639,30913,1726
39,"Bullhead City city, Arizona",04,08220,42245,22116,20129,54.2,53.0,57.4,42245,3207,3618,2396,7095,7477,21476,36861,55534,46809,26180,37080,13144,10886,24448,21476,2972
40,"Casa Grande city, Arizona",04,10530,57699,29347,28352,37.4,36.1,38.1,57699,5208,9154,5362,7249,7753,21122,61034,61342,55323,35644,46299,17743,18403,24243,21122,3121
41,"Casas Adobes CDP, Arizona",04,10670,73450,35466,37984,41.4,38.6,44.9,73450,9554,9037,8923,7835,9876,31869,71547,80040,53297,37939,62665,23548,23021,33648,31869,1779
42,"Catalina Foothills CDP, Arizona",04,11230,53319,25395,27924,52.0,52.1,52.0,53319,2755,3214,6993,6152,9142,25069,98958,137176,63967,55887,44810,14175,15292,27893,25069,2824
43,"Chandler city, Arizona",04,12000,279445,142965,136480,36.6,34.9,38.4,279445,23724,44573,40880,40263,31666,107668,94613,106264,28325,50424,223189,96282,93188,112136,107668,4468
44,"Drexel Heights CDP, Arizona",04,20540,27434,14277,13157,40.1,40.3,39.5,27434,2307,2765,3930,3245,3481,9543,64563,73429,55843,39122,21634,8280,8073,10051,9543,508
45,"El Mirage city, Arizona",04,22220,36019,18347,17672,31.5,29.0,33.8,36019,5114,4762,5643,3243,3748,11091,70753,69426,35250,34101,27373,11153,12319,11519,11091,428
46,"Flagstaff city, Arizona",04,23620,76984,37720,39264,26.7,28.6,24.6,76984,23375,12060,8164,7645,7255,29435,61386,94896,83696,27453,64986,29540,29962,32601,29435,3166
47,"Florence town, Arizona",04,23760,26200,18225,7975,41.6,40.2,56.2,26200,1811,4765,5382,2538,3242,14112,84582,84704,44228,25619,23713,13426,4528,8812,6707,2105
48,"Fortuna Foothills CDP, Arizona",04,25030,30667,15744,14923,56.1,49.6,58.3,30667,1674,3864,1751,3187,4166,11744,63147,72538,60935,36624,26630,8165,7039,21904,14112,7792
49,"Fountain Hills town, Arizona",04,25300,24635,11465,13170,60.3,60.7,59.8,24635,973,1829,1420,2506,7584,93472,98833,107488,65669,57729,23189,6532,8195,12924,11744,1180
50,"Gilbert town, Arizona",04,27400,273138,138703,134435,35.3,34.4,35.9,273138,21879,32169,47840,35657,25464,90604,104802,116284,38473,56141,200934,86910,85001,95508,93472,2036
51,"Glendale city, Arizona",04,27820,249627,125148,124479,36.1,33.9,39.1,249627,27022,35681,33564,30776,29642,33130,62910,71893,47720,36223,198646,82632,81600,95584,90604,4980
52,"Goodyear city, Arizona",04,28380,101744,47382,54362,38.7,39.8,36.8,101744,8344,10628,17178,12240,11766,13770,90577,95752,31907,39246,79785,28980,34736,35841,33130,2711
53,"Green Valley CDP, Arizona",04,29710,21965,9671,12294,73.4,74.1,72.8,21965,243,295,500,585,2930,15131,53640,81845,25651,13949,21965,1841,2712,16514,13770,2744
54,"Kingman city, Arizona",04,37620,33813,17791,16022,42.0,42.0,42.1,33813,1832,3643,5322,2706,5606,29125,45621,50758,35704,36610,27651,12116,7951,15876,15131,745
55,"Lake Havasu City city, Arizona",04,39370,58278,29412,28866,57.2,57.2,57.1,58278,3471,6357,4606,5922,9677,20941,57343,80107,42670,36483,52599,15054,16577,34296,29125,5171
56,"Marana town, Arizona",04,44270,54903,27785,27118,40.8,40.6,41.0,54903,4235,7460,7957,5669,6622,20290,96817,102718,59422,45540,44759,17436,15547,22881,20941,1940
57,"Maricopa city, Arizona",04,44410,62727,30739,31988,37.6,37.7,37.3,62727,4318,7626,10701,7215,5401,199112,81657,81018,44989,43171,48251,18398,18917,23170,20290,2880
58,"Mesa city, Arizona",04,46000,509492,252457,257035,37.7,37.2,38.2,509492,44340,76031,64891,55321,63204,20799,69266,83116,47460,39493,406200,158187,157221,221995,199112,22883
59,"Oro Valley town, Arizona",04,51600,47895,23254,24641,55.0,51.6,56.1,47895,3629,3598,4466,4378,6457,75479,92669,100000,54011,50776,41087,11504,12065,23393,20799,2594
60,"Peoria city, Arizona",04,54050,194910,95784,99126,42.7,41.0,44.4,194910,11930,21320,26767,29393,26334,602039,92566,112348,46972,50119,158505,60666,61510,78694,75479,3215
61,"Phoenix city, Arizona",04,55000,1624539,818870,805669,34.5,34.1,35.1,1624539,157989,265026,226450,203896,180098,24770,68435,79209,38356,39203,1270317,550702,530003,644625,602039,42586
62,"Prescott city, Arizona",04,57380,46830,22239,24591,61.7,60.1,62.6,46830,3864,3988,4524,2747,6930,19927,54529,79190,37763,36058,42710,11597,11157,27222,24770,2452
63,"Prescott Valley town, Arizona",04,57450,48188,24146,24042,46.4,43.4,49.2,48188,3513,4394,4800,6483,6293,20981,60379,67149,57484,32611,39473,13790,13229,20572,19927,645
64,"Queen Creek town, Arizona",04,58150,69311,33992,35319,37.0,37.6,34.3,69311,5810,5810,9532,11964,6777,7867,121262,123913,62733,61810,49293,20228,21955,21886,20981,905
65,"Rio Rico CDP, Arizona",04,60180,22877,10958,11919,37.7,40.7,37.2,22877,1205,2661,3667,2834,2821,12410,69798,63516,41584,40431,17217,6916,7287,7914,7867,47
66,"Sahuarita town, Arizona",04,62140,35345,15899,19446,37.4,38.6,35.3,35345,3054,2946,4211,5075,3049,8296,91174,95596,44403,49940,25915,8236,11358,13815,12410,1405
67,"San Luis city, Arizona",04,63470,37334,21181,16153,31.4,31.1,31.8,37334,3586,5638,5555,5526,2850,31781,46783,46712,67900,22195,26913,14117,10234,8671,8296,375
68,"San Tan Valley CDP, Arizona",04,64210,103399,50768,52631,33.3,32.8,33.6,103399,7191,16598,17879,9660,9992,119122,81956,98522,43359,42088,75604,32478,31359,35927,31781,4146
69,"Scottsdale city, Arizona",04,65000,242754,113878,128876,49.5,48.3,50.1,242754,14451,36215,26191,29076,39885,17903,99097,126694,30770,60877,213895,70972,78599,138984,119122,19862
70,"Sierra Vista city, Arizona",04,66820,45485,22108,23377,36.3,34.8,38.7,45485,4109,5886,6598,4889,3682,24214,65695,79935,34458,41937,35278,13667,12745,20282,17903,2379
71,"Sun City CDP, Arizona",04,70320,38917,15570,23347,72.3,72.7,71.9,38917,230,676,678,1236,6080,16434,48715,64798,49731,26663,38518,3311,5666,27446,24214,3232
72,"Sun City West CDP, Arizona",04,70355,27255,11409,15846,74.7,74.8,74.7,149191,13419,17809,15455,17750,17403,55339,54720,78938,53828,21158,27255,1536,2250,18913,16434,2479
73,"Surprise city, Arizona",04,71510,149191,69561,79630,40.6,39.2,42.1,184109,41710,44788,23804,14876,15824,77306,78411,85152,35798,45006,118550,40724,44814,62261,55339,6922
74,"Tempe city, Arizona",04,73000,184109,96723,87386,29.0,28.7,30.0,543215,80938,88960,64897,56361,57326,223068,68662,84805,45087,37314,160795,78743,65162,83172,77306,5866
75,"Tucson city, Arizona",04,77000,543215,271982,271233,33.6,32.8,34.6,97097,12076,15315,11351,7116,8544,36530,50306,61461,60109,30567,445020,183136,179304,242816,223068,19748
76,"Yuma city, Arizona",04,85540,97097,49379,47718,30.7,29.6,32.0,30814,1336,2400,3147,4641,4021,12564,54260,54445,41396,31643,73289,28563,28276,43608,36530,7078
77,"Bella Vista city, Arkansas",05,04840,30814,15430,15384,52.4,51.5,52.9,35676,3043,4833,5275,5476,2600,13941,73938,82690,64893,46531,26669,8735,8061,13695,12564,1131
78,"Benton city, Arkansas",05,05290,35676,17852,17824,35.9,33.8,38.5,56723,4694,8373,12729,6640,4675,22050,65342,76585,36550,42139,27720,11229,11440,14784,13941,843
79,"Bentonville city, Arkansas",05,05320,56723,29652,27071,35.0,34.5,35.2,26661,1858,4261,3391,3927,2916,10505,100461,117124,30061,54775,43292,20263,18628,24401,22050,2351
80,"Cabot city, Arkansas",05,10300,26661,12734,13927,37.9,36.3,42.1,65126,15151,8757,9059,5857,6156,25251,66442,97064,23276,44432,21809,8498,9018,10628,10505,123
81,"Conway city, Arkansas",05,15190,65126,31515,33611,29.1,27.5,30.3,20029,1583,2120,3182,1477,2518,7700,53029,64730,39609,32305,52533,22068,23998,27470,25251,2219
82,"El Dorado city, Arkansas",05,21070,20029,10443,9586,39.5,35.8,40.2,95231,21895,16933,11364,10214,7019,40104,40306,49531,28218,28314,15443,6045,5637,9111,7700,1411
83,"Fayetteville city, Arkansas",05,23290,95231,47456,47775,28.4,28.0,28.6,89574,10019,11866,11670,8983,12372,36390,61428,79294,24048,34789,77789,34598,34801,44706,40104,4602
84,"Fort Smith city, Arkansas",05,24550,89574,43035,46539,36.7,35.6,38.9,38118,4807,4367,4008,3532,6310,16437,44718,54333,21768,30132,71964,28669,28771,39962,36390,3572
85,"Hot Springs city, Arkansas",05,33400,38118,16647,21471,40.2,38.9,40.5,29302,3720,3699,5561,2318,3143,12670,40913,48836,24218,30454,31366,11358,13086,20861,16437,4424
86,"Jacksonville city, Arkansas",05,34750,29302,14256,15046,35.6,35.1,36.8,79330,9658,13700,9106,8117,7437,30432,39049,55638,36501,27257,23885,9759,9843,14916,12670,2246
87,"Jonesboro city, Arkansas",05,35710,79330,37546,41784,32.8,31.5,33.6,201984,16694,30499,25088,25388,24084,89422,45497,65293,48738,31436,61522,23277,26697,34452,30432,4020
88,"Little Rock city, Arkansas",05,41000,201984,93334,108650,37.9,37.6,38.1,21564,3600,3236,1492,2950,2696,9235,53565,73591,37145,38878,158248,59239,66137,99876,89422,10454
89,"Maumelle city, Arkansas",05,44600,21564,9991,11573,37.1,30.5,40.6,64164,5259,11639,8369,6225,8939,29159,79574,115117,22789,40726,18533,6654,8216,9481,9235,246
90,"North Little Rock city, Arkansas",05,50450,64164,31091,33073,36.7,33.7,37.8,30710,2056,3864,4573,2910,3840,12226,46236,56883,22159,31942,52056,19955,22101,32770,29159,3611
91,"Paragould city, Arkansas",05,53390,30710,15043,15667,36.2,35.6,36.4,40250,4138,5407,5085,4452,5642,14813,54930,60659,42643,38262,22721,8562,9507,13107,12226,881
92,"Pine Bluff city, Arkansas",05,55310,40250,19456,20794,37.5,36.3,39.7,71114,6023,12709,9845,7942,8182,25872,44534,55656,23604,29651,32682,12481,13498,19700,14813,4887
93,"Rogers city, Arkansas",05,60410,71114,35330,35784,33.5,33.5,33.6,29344,5990,4365,3067,2343,3281,12238,67408,75490,36674,36749,54133,22732,22949,29356,25872,3484
94,"Russellville city, Arkansas",05,61670,29344,14501,14843,31.1,29.9,34.0,20087,4736,2657,2486,1201,2595,8098,31834,43198,36785,20426,23766,9358,9901,13255,12238,1017
95,"Searcy city, Arkansas",05,63020,20087,10192,9895,29.7,31.6,28.2,33021,1786,3185,6673,4281,3361,12723,50126,75519,43644,31803,16740,7134,7080,9264,8098,1166
96,"Sherwood city, Arkansas",05,63800,33021,16476,16545,37.0,36.5,39.1,87255,9015,12311,11731,10650,8670,28942,59073,74031,28700,37051,24525,9202,10865,13651,12723,928
97,"Springdale city, Arkansas",05,66080,87255,44057,43198,34.0,31.8,35.0,26667,2015,3840,2543,3621,3556,10602,63396,70248,27280,32741,65984,29483,25708,30493,28942,1551
98,"Texarkana city, Arkansas",05,68810,26667,14103,12564,41.8,35.3,47.8,24684,1498,4072,2161,2762,3424,9670,39553,43482,24938,41813,21139,7876,7973,12685,10602,2083
99,"Van Buren city, Arkansas",05,71480,24684,10583,14101,37.4,36.3,39.7,24275,3140,3145,2733,2241,2991,8992,51731,52290,33743,31143,18797,6490,7662,10321,9670,651
100,"West Memphis city, Arkansas",05,74540,24275,11320,12955,32.7,30.4,37.7,38122,3322,7547,5257,4676,2348,8666,37452,44211,73488,21544,18358,7056,7586,10602,8992,1610
101,"Adelanto city, California",06,00296,38122,20149,17973,28.8,27.4,29.1,76352,3644,11547,12848,11211,8984,30281,63983,66619,84736,31461,26769,12591,12045,8772,8666,106
102,"Alameda city, California",06,00562,76352,37267,39085,40.6,39.9,41.5,21056,1045,2939,3888,2388,2510,8232,115468,159149,46149,72135,62106,24379,25497,32416,30281,2135
103,"Albany city, California",06,00674,21056,9860,11196,37.7,37.3,38.7,81219,5264,15150,12236,8697,10934,29022,122393,141072,68783,76790,16299,5815,7711,8748,8232,516
104,"Alhambra city, California",06,00884,81219,36902,44317,39.5,40.4,38.4,51829,4357,6756,8743,7334,6336,19376,72222,76427,90782,38111,67773,24956,28388,31005,29022,1983
105,"Aliso Viejo city, California",06,00947,51829,25155,26674,37.3,37.2,37.5,46510,2916,3980,5733,6901,7180,16645,110714,130018,44692,60451,41142,17769,17931,20444,19376,1068
106,"Altadena CDP, California",06,01290,46510,22963,23547,46.6,43.4,49.4,23371,3410,2975,3049,3218,2853,6650,111324,126961,44133,62051,37889,14357,13660,17221,16645,576
107,"American Canyon city, California",06,01640,23371,11580,11791,38.7,35.3,40.3,345935,30526,54439,48375,47069,40627,105608,114490,124838,63476,43580,19274,7979,8105,6650,6650,0
108,"Anaheim city, California",06,02000,345935,168784,177151,37.2,36.6,37.9,44991,2674,4298,8760,3660,6384,14680,81747,91012,36112,37404,278757,114108,116254,110319,105608,4711
109,"Antelope CDP, California",06,02210,44991,21459,23532,36.6,37.8,35.8,114801,9288,14737,16513,13295,16694,37081,80625,93881,49015,46792,32278,13038,14103,14889,14680,209
110,"Antioch city, California",06,02252,114801,56359,58442,36.9,36.9,37.0,76217,5049,7208,10025,7059,8418,24657,81008,95864,70372,45496,89692,37133,37279,37650,37081,569
111,"Apple Valley town, California",06,02364,76217,39795,36422,36.8,36.8,36.8,55335,3225,6874,6889,6967,7664,19192,63031,68617,50246,36738,54841,21513,18798,25390,24657,733
112,"Arcadia city, California",06,02462,55335,25682,29653,43.6,44.4,43.3,100613,7789,19168,11194,13829,11273,40688,95417,113663,32356,52208,44675,15824,17044,20940,19192,1748
113,"Arden-Arcade CDP, California",06,02553,100613,49015,51598,34.7,34.2,36.7,20363,2843,2970,2163,2576,1359,5206,62145,76963,59141,37046,78629,32801,32389,42032,40688,1344
114,"Arvin city, California",06,02924,20363,10278,10085,26.4,25.3,29.0,24152,1565,5915,3487,2507,2140,7907,47476,47946,53404,25118,14101,6251,6241,5301,5206,95
115,"Ashland CDP, California",06,02980,24152,11262,12890,32.3,30.7,34.0,29707,2040,4399,4139,3838,3972,11917,64956,66497,24569,51014,18168,8090,7725,8370,7907,463
116,"Atascadero city, California",06,03064,29707,14864,14843,42.3,40.3,44.0,31972,3719,4697,4080,2886,3683,9766,77090,85511,75536,41534,24858,9754,9016,12672,11917,755
117,"Atwater city, California",06,03162,31972,17348,14624,32.9,32.5,33.7,48670,7326,8296,5423,6685,4683,13647,57277,61632,41841,32865,24330,11508,8721,10090,9766,324
118,"Azusa city, California",06,03386,48670,24317,24353,31.3,31.6,30.9,407581,42788,62584,54390,42965,41784,128007,85308,83529,47222,32608,38284,16792,16520,14613,13647,966
119,"Bakersfield city, California",06,03526,407581,198772,208809,32.1,31.6,32.4,70634,8598,11168,7311,11808,8808,19112,66666,72130,37453,35934,304281,126776,131358,134270,128007,6263
120,"Baldwin Park city, California",06,03666,70634,36578,34056,39.3,35.3,42.5,30276,2782,4277,3449,2348,3222,10289,69854,69587,25818,31169,59548,27124,22726,19605,19112,493
121,"Banning city, California",06,03820,30276,15688,14588,35.0,32.4,37.7,25444,1910,3615,3199,2260,2056,8029,53727,58129,61122,31096,22500,8217,8169,10922,10289,633
122,"Barstow city, California",06,04030,25444,11358,14086,30.1,30.3,30.0,25017,3477,4304,3377,2962,2867,7383,51843,61626,53951,42931,16785,6497,7241,9317,8029,1288
123,"Bay Point CDP, California",06,04415,25017,11072,13945,32.0,29.8,32.9,55274,3656,5874,10700,5650,4892,17232,66806,52368,32036,31278,19763,8505,9002,7850,7383,467
124,"Beaumont city, California",06,04758,55274,27042,28232,36.2,36.9,35.7,32829,2866,4936,4750,3469,3419,9213,95182,101875,54409,50390,40952,16502,16230,17642,17232,410
125,"Bell city, California",06,04870,32829,15399,17430,33.2,33.8,32.6,77407,5794,12168,11902,9724,9167,24327,52311,49701,26314,26770,24708,9246,11680,9367,9213,154
126,"Bellflower city, California",06,04982,77407,36688,40719,35.6,35.1,36.0,38558,4297,5887,5183,4631,2819,9650,67909,72750,84293,37972,59873,24737,26269,24831,24327,504
127,"Bell Gardens city, California",06,04996,38558,18772,19786,30.9,29.1,32.7,27217,1197,3141,4564,3137,4096,10874,54325,50274,67054,30066,28255,11884,11989,9650,9650,0
128,"Belmont city, California",06,05108,27217,13553,13664,42.5,43.9,41.3,26818,2271,3615,2907,4683,2962,11223,172570,200470,63831,100824,21984,8713,8365,11764,10874,890
129,"Benicia city, California",06,05290,26818,12633,14185,40.5,40.1,44.6,117147,27072,21086,12683,11129,12723,43893,113219,166324,56049,68761,22127,8503,8571,11520,11223,297
130,"Berkeley city, California",06,06000,117147,57712,59435,33.0,33.3,32.8,31892,2508,4419,4311,3310,3917,13479,101048,170750,65536,43863,104883,43455,43731,50228,43893,6335
131,"Beverly Hills city, California",06,06308,31892,14272,17620,41.9,40.4,44.2,25469,3576,3510,3358,3758,1446,6198,116994,165056,12471,84634,26743,9257,10132,15712,13479,2233
132,"Bloomington CDP, California",06,07064,25469,13018,12451,27.6,26.6,30.8,19755,1472,3802,2822,3540,2090,4429,70863,69782,17319,30385,18607,8679,7983,6260,6198,62
133,"Blythe city, California",06,07218,19755,13439,6316,40.5,40.9,40.0,26543,2129,4490,4116,1913,2754,7148,40717,52315,57164,30867,17076,10764,3252,5335,4429,906
134,"Brawley city, California",06,08058,26543,14267,12276,32.2,31.1,32.8,47587,3832,5917,6848,5670,6922,16933,51176,57145,71155,34201,18480,8646,6870,8961,7148,1813
135,"Brea city, California",06,08100,47587,23555,24032,42.7,39.9,44.8,64874,5724,7284,7813,8342,7512,21338,120567,132392,51927,56657,39604,15455,14632,17371,16933,438
136,"Brentwood city, California",06,08142,64874,31021,33853,40.0,38.7,42.1,83017,8917,10548,12540,10604,11393,24306,105135,113891,47462,52826,50562,19456,19425,21858,21338,520
137,"Buena Park city, California",06,08786,83017,40663,42354,38.1,38.7,37.8,105407,6668,14909,17696,14912,11775,44471,101346,103980,101044,40800,66473,28192,27587,24966,24306,660
138,"Burbank city, California",06,08954,105407,49869,55538,42.4,42.3,42.7,30107,1525,4603,4677,3351,3753,12557,81177,107545,73610,51834,89562,33115,35157,48556,44471,4085
139,"Burlingame city, California",06,09066,30107,15323,14784,41.1,40.6,41.7,25947,1801,3411,4042,2385,3661,9591,146705,184083,71648,62375,24680,9382,9057,14036,12557,1479
140,"Calabasas city, California",06,09598,25947,13176,12771,38.4,33.9,39.7,38532,3449,5819,2676,4457,4053,9570,132571,189212,82213,84909,19530,8039,7738,9938,9591,347
141,"Calexico city, California",06,09710,38532,18367,20165,32.1,31.4,32.5,70838,6565,9213,7105,8553,9407,27588,49690,56369,68724,22383,27819,9664,11579,11767,9570,2197
142,"Camarillo city, California",06,10046,70838,36054,34784,43.1,36.4,48.3,42758,1760,5651,8342,6216,5558,18512,100238,118260,55534,51996,58302,21207,21167,28678,27588,1090
143,"Campbell city, California",06,10345,42758,21977,20781,41.1,40.6,41.4,115291,5882,14084,14038,16613,16869,48098,133362,168543,55239,83593,35631,14795,13441,19852,18512,1340
144,"Carlsbad city, California",06,11194,115291,56167,59124,46.3,42.9,49.9,81039,7288,11615,9421,9146,10706,32172,124669,148022,75280,60094,96035,34402,36054,51596,48098,3498
145,"Carmichael CDP, California",06,11390,81039,38899,42140,39.7,37.7,41.0,93526,7716,12208,13332,10800,12074,25743,71656,92782,68557,41538,65227,23446,26347,33816,32172,1644
146,"Carson city, California",06,11530,93526,47052,46474,40.6,38.5,41.8,20605,1295,2053,1999,2936,3147,7842,92609,96569,34227,38081,76374,30787,28973,26409,25743,666
147,"Casa de Oro-Mount Helix CDP, California",06,11691,20605,9741,10864,50.1,50.1,50.0,66408,3201,6976,9842,8626,9333,23103,100693,112632,76220,55404,17398,6254,5787,8164,7842,322
148,"Castro Valley CDP, California",06,11964,66408,29901,36507,42.8,43.9,41.6,52228,3683,6810,7388,6320,8282,17980,121384,144846,36824,70699,54276,18209,21963,24109,23103,1006
149,"Cathedral City city, California",06,12048,52228,27451,24777,39.5,38.8,40.8,49285,4527,8050,6831,4725,5052,12938,62122,75802,48422,33271,41906,17911,15613,21492,17980,3512
150,"Ceres city, California",06,12524,49285,25784,23501,32.3,31.9,33.0,48398,3172,4601,5350,6892,7246,15318,77195,80401,48797,35416,35599,16354,14238,13624,12938,686
151,"Cerritos city, California",06,12552,48398,25223,23175,46.2,43.2,48.6,102340,21017,13891,13092,9803,9672,40956,121387,131733,44719,67639,39426,14238,14295,15442,15318,124
152,"Chico city, California",06,13014,102340,50688,51652,31.7,30.0,33.1,92988,6744,13536,13844,12506,12240,26774,61850,80105,46042,29808,84178,33391,36279,42758,40956,1802
153,"Chino city, California",06,13210,92988,47266,45722,37.7,36.6,38.5,78675,6503,13728,9689,13498,10001,25703,97473,110150,75670,47604,72201,32098,29410,27283,26774,509
154,"Chino Hills city, California",06,13214,78675,39785,38890,38.0,36.9,39.4,20356,2900,3017,3789,2011,2041,3589,113811,126017,47977,59488,64474,28238,27019,26151,25703,448
155,"Chowchilla city, California",06,13294,20356,10174,10182,34.2,40.5,29.8,277211,23854,41156,41292,33317,34337,83451,65980,69261,35179,21751,16825,6848,7889,3771,3589,182
156,"Chula Vista city, California",06,13392,277211,139638,137573,36.7,36.4,36.8,87411,7500,14518,10917,9789,13519,34140,91949,101836,33657,40671,218876,93797,87907,88821,83451,5370
157,"Citrus Heights city, California",06,13588,87411,41975,45436,40.1,38.8,41.5,35698,6054,2490,5118,5229,3926,11872,66607,85446,30488,37946,73313,28341,29701,35496,34140,1356
158,"Claremont city, California",06,13756,35698,16048,19650,43.2,44.6,40.6,122985,9381,16404,17325,12484,14186,38762,122208,149006,62402,46652,29798,10954,11946,12230,11872,358
159,"Clovis city, California",06,14218,122985,58759,64226,33.7,34.1,32.8,42564,4312,8637,5877,5676,4577,12528,84837,98276,30978,45800,89132,35778,38530,40037,38762,1275
160,"Coachella city, California",06,14260,42564,21788,20776,32.9,34.0,32.1,54286,5646,9270,7599,6653,5892,18651,61292,69906,54091,31944,34013,15299,14882,12969,12528,441
161,"Colton city, California",06,14890,54286,26659,27627,35.3,36.8,33.5,93584,9924,12950,12313,13594,11033,28820,65778,71815,73320,33726,43106,17906,17927,19455,18651,804
