name,brewery_type,address_1,City,State,postal_code,longitude,latitude,state_x,zip_code,brewery_id,NAME,state_y,place,households_total,households_total_male,households_total_female,marital_status__male_15_over,marital_status__male_15_over_percent,marital_status__female_15_over,marital_status__female_15_over_percent,edu_high_school_over,edu_high_school_over.1,edu_bach_degree_over,edu_bach_degree_over_percent,employment_status_percent,employment_status,income_household,income_household_median,income_household_mean,income_family,income_family_median,income_family_mean,income_per_capita,income_nonfamily,income_nonfamily_median,income_nonfamily_mean,income_below_poverty_family,income_below_poverty_percent_family,income_below_poverty,income_below_poverty_percent,housing_occupancy,housing_occupancy_percent,housing_in_structure,housing_in_structure_percent,population_total,population_over_21,population_over_21_percent,population_15_to_19,population_15_to_19_percent,population_male_over_18,population_male_over_18_percent,population_female_over_18,population_female_over_18_percent
Silver Peak Restaurant and Brewery,brewpub,124 Wonder St,Reno,Nevada,89502-2424,-119.8060433,39.51395749,Nevada,89502,6356,"Reno city, Nevada",32.0,60600.0,110993.0,26459.0,31496.0,111501.0,111501.0,111413.0,111413.0,161087.0,86.9,66467.0,35.9,219436.0,219436.0,110993.0,67478.0,90551.0,60766.0,83844.0,110565.0,37989.0,50227.0,46952.0,63019.0,-888888888.0,9.6,-888888888.0,14.0,116918.0,116918.0,116918.0,116918.0,268843.0,202419.0,75.3,16046.0,6.0,106802.0,50.1,106408.0,49.9
Single Hill Brewing Company,micro,102 N Naches Ave,Yakima,Washington,98901-2757,-120.5006688,46.6050643,Washington,98901,6363,"Yakima city, Washington",53.0,80010.0,37282.0,7555.0,11517.0,36878.0,36878.0,39504.0,39504.0,47613.0,74.8,13134.0,20.6,75497.0,75497.0,37282.0,52689.0,66335.0,22555.0,68647.0,81230.0,25737.0,14727.0,28652.0,38280.0,-888888888.0,10.6,-888888888.0,16.2,38297.0,38297.0,38297.0,38297.0,96565.0,68497.0,70.9,7005.0,7.3,35088.0,48.5,37311.0,51.5
Single Speed Brewing Co,brewpub,325 Commercial St,Waterloo,Iowa,50701,-92.34249686,42.49709571,Iowa,50701,6364,"Waterloo city, Iowa",19.0,82425.0,29948.0,6964.0,8785.0,27250.0,27250.0,26288.0,26288.0,41460.0,91.7,9299.0,20.6,52820.0,52820.0,29948.0,50549.0,64560.0,16018.0,66974.0,81976.0,28908.0,13930.0,33412.0,41096.0,-888888888.0,5.7,-888888888.0,10.9,33190.0,33190.0,33190.0,33190.0,66934.0,49064.0,73.3,4031.0,6.0,26014.0,51.2,24766.0,48.8
Single Speed Brewing Co Tap Room,brewpub,325 Commercial St,Waterloo,Iowa,50701-1315,-92.34249686,42.49709571,Iowa,50701,6365,"Waterloo city, Iowa",19.0,82425.0,29948.0,6964.0,8785.0,27250.0,27250.0,26288.0,26288.0,41460.0,91.7,9299.0,20.6,52820.0,52820.0,29948.0,50549.0,64560.0,16018.0,66974.0,81976.0,28908.0,13930.0,33412.0,41096.0,-888888888.0,5.7,-888888888.0,10.9,33190.0,33190.0,33190.0,33190.0,66934.0,49064.0,73.3,4031.0,6.0,26014.0,51.2,24766.0,48.8
Sisyphus Brewing,micro,712 Ontario Ave W,Minneapolis,Minnesota,55403-1138,-93.28833571,44.973158,Minnesota,55403,6371,"Minneapolis city, Minnesota",27.0,43000.0,188681.0,53233.0,58158.0,183399.0,183399.0,176862.0,176862.0,266532.0,92.1,155134.0,53.6,356026.0,356026.0,188681.0,69397.0,100172.0,76857.0,102959.0,136470.0,44836.0,111824.0,52357.0,72359.0,-888888888.0,7.2,-888888888.0,15.0,203633.0,203633.0,203633.0,203633.0,425338.0,321155.0,75.5,28721.0,6.8,176132.0,50.7,171533.0,49.3
Sketchbook Brewing Company,micro,821 Chicago Ave,Evanston,Illinois,60202-2307,-87.6789794,42.032929,Illinois,60202,6386,"Evanston city, Illinois",17.0,24582.0,31157.0,5430.0,10283.0,32429.0,32429.0,35013.0,35013.0,49466.0,96.8,36375.0,71.2,65901.0,65901.0,31157.0,82154.0,140388.0,17075.0,136560.0,195816.0,57379.0,14082.0,48439.0,64205.0,-888888888.0,7.2,-888888888.0,15.2,34093.0,34093.0,34093.0,34093.0,77532.0,56034.0,72.3,8645.0,11.2,30915.0,48.1,33397.0,51.9
Skyland Ale Works,micro,1869 Pomona Rd Ste E,Corona,California,92880-1789,-117.6017074,33.88345492,California,92880,6394,"Corona city, California",6.0,16350.0,48905.0,6254.0,10070.0,63309.0,63309.0,64954.0,64954.0,87990.0,83.5,31105.0,29.5,126487.0,126487.0,48905.0,92606.0,112030.0,38667.0,101658.0,120719.0,35675.0,10238.0,54091.0,70996.0,-888888888.0,5.5,-888888888.0,6.9,50613.0,50613.0,50613.0,50613.0,159749.0,115287.0,72.2,10939.0,6.8,59824.0,49.1,62065.0,50.9
Sleeping Giant Brewing Company,micro,2500 W 5th Ave,Denver,Colorado,80204-4803,-105.0167729,39.7237975,Colorado,80204,6401,"Denver city, Colorado",8.0,20000.0,326634.0,86470.0,97588.0,301634.0,301634.0,298132.0,298132.0,473939.0,90.9,286847.0,55.0,592643.0,592643.0,326634.0,81630.0,115122.0,152927.0,105365.0,145483.0,52690.0,173707.0,63720.0,85674.0,-888888888.0,8.2,-888888888.0,11.6,351829.0,351829.0,351829.0,351829.0,711463.0,558313.0,78.5,35211.0,4.9,291170.0,50.3,287833.0,49.7
Sleepy Dog Brewing Co,micro,1920 E University Dr,Tempe,Arizona,85281-4608,-111.9041833,33.422606,Arizona,85281,6402,"Tempe city, Arizona",4.0,73000.0,77306.0,23081.0,21311.0,85939.0,85939.0,76515.0,76515.0,108945.0,93.8,57044.0,49.1,160795.0,160795.0,77306.0,68662.0,92446.0,34771.0,84805.0,104025.0,39225.0,42535.0,53828.0,80184.0,-888888888.0,10.9,-888888888.0,16.7,83172.0,83172.0,83172.0,83172.0,184109.0,141265.0,76.7,15232.0,8.3,84203.0,53.3,73689.0,46.7
Slesar Bros Brewing Co - Boston Beer Works,brewpub,112 Canal St,Boston,Massachusetts,02114-1805,-71.0603412,42.364473,Massachusetts,02114,6404,"Boston city, Massachusetts",25.0,7000.0,271941.0,64651.0,110911.0,270495.0,270495.0,298410.0,298410.0,400759.0,88.1,238640.0,52.5,564064.0,564064.0,271941.0,79283.0,118655.0,121536.0,92973.0,137708.0,50337.0,150405.0,66320.0,100420.0,-888888888.0,13.7,-888888888.0,18.7,307025.0,307025.0,307025.0,307025.0,654281.0,506770.0,77.5,47806.0,7.3,262482.0,47.4,291054.0,52.6
Slesar Bros Brewing Co - Boston Beer Works,brewpub,61 Brookline Ave,Boston,Massachusetts,02215-3406,-71.10772469,42.33883008,Massachusetts,02215,6405,"Boston city, Massachusetts",25.0,7000.0,271941.0,64651.0,110911.0,270495.0,270495.0,298410.0,298410.0,400759.0,88.1,238640.0,52.5,564064.0,564064.0,271941.0,79283.0,118655.0,121536.0,92973.0,137708.0,50337.0,150405.0,66320.0,100420.0,-888888888.0,13.7,-888888888.0,18.7,307025.0,307025.0,307025.0,307025.0,654281.0,506770.0,77.5,47806.0,7.3,262482.0,47.4,291054.0,52.6
Sluggo Brewing,micro,2712 6th Ave,Tacoma,Washington,98406-7213,-122.472174,47.2553127,Washington,98406,6414,"Tacoma city, Washington",53.0,70000.0,88819.0,17144.0,25583.0,89111.0,89111.0,91667.0,91667.0,141908.0,91.0,54444.0,34.9,178283.0,178283.0,88819.0,77141.0,95445.0,53408.0,93923.0,111578.0,39179.0,35411.0,51991.0,65210.0,-888888888.0,5.6,-888888888.0,9.8,92516.0,92516.0,92516.0,92516.0,219203.0,167013.0,76.2,11522.0,5.3,85689.0,49.3,88245.0,50.7
Small Brewpub,brewpub,333 W Jefferson Blvd,Dallas,Texas,75208-4602,-96.924553,32.747739,Texas,75208,6418,"Dallas city, Texas",48.0,19000.0,536008.0,139795.0,177725.0,516199.0,516199.0,514921.0,514921.0,692635.0,80.6,318712.0,37.1,1013782.0,1013782.0,536008.0,57995.0,91591.0,288005.0,66950.0,111775.0,38479.0,248003.0,45424.0,65409.0,-888888888.0,13.6,-888888888.0,16.5,591773.0,591773.0,591773.0,591773.0,1288441.0,938134.0,72.8,79283.0,6.2,490230.0,50.0,490112.0,50.0
Smartmouth Brewing Pilot House,micro,313 32nd St,Virginia Beach,Virginia,23451-2950,-75.98078847,36.86023395,Virginia,23451,6421,"Virginia Beach city, Virginia",51.0,82000.0,182775.0,33453.0,48494.0,182185.0,182185.0,191701.0,191701.0,301518.0,95.3,133717.0,42.2,367769.0,367769.0,182775.0,81634.0,104990.0,121285.0,96946.0,120626.0,42498.0,61490.0,53524.0,68755.0,-888888888.0,7.5,-888888888.0,9.6,190981.0,190981.0,190981.0,190981.0,457672.0,339766.0,74.2,27482.0,6.0,173658.0,48.7,183233.0,51.3
Smog City Brewing,micro,1901 Del Amo Blvd Ste B,Torrance,California,90501-1350,-118.313547,33.8472774,California,90501,6428,"Torrance city, California",6.0,80000.0,57584.0,9934.0,14009.0,58729.0,58729.0,59200.0,59200.0,100872.0,94.8,58619.0,55.1,116828.0,116828.0,57584.0,100392.0,129493.0,38039.0,121574.0,148032.0,52528.0,19545.0,63038.0,90380.0,-888888888.0,6.7,-888888888.0,7.5,60220.0,60220.0,60220.0,60220.0,143589.0,111083.0,77.4,6051.0,4.2,56103.0,49.3,57596.0,50.7
Smog City Brewing Wood Cellar,micro,1879 Del Amo Blvd,Torrance,California,90501,-118.3180205,33.8467722,California,90501,6429,"Torrance city, California",6.0,80000.0,57584.0,9934.0,14009.0,58729.0,58729.0,59200.0,59200.0,100872.0,94.8,58619.0,55.1,116828.0,116828.0,57584.0,100392.0,129493.0,38039.0,121574.0,148032.0,52528.0,19545.0,63038.0,90380.0,-888888888.0,6.7,-888888888.0,7.5,60220.0,60220.0,60220.0,60220.0,143589.0,111083.0,77.4,6051.0,4.2,56103.0,49.3,57596.0,50.7
Smoke Mountain Brewery,micro,6520 Casitas Pass Rd,Ventura,California,93001-9794,-119.4438779,34.39420959,California,93001,6431,"San Buenaventura (Ventura) city, California",6.0,65042.0,42288.0,6626.0,11187.0,46152.0,46152.0,47128.0,47128.0,71828.0,90.6,31477.0,39.7,91710.0,91710.0,42288.0,97816.0,118833.0,27499.0,108549.0,133173.0,46602.0,14789.0,58454.0,86028.0,-888888888.0,4.7,-888888888.0,8.4,46360.0,46360.0,46360.0,46360.0,109938.0,84695.0,77.0,7434.0,6.8,43792.0,49.8,44091.0,50.2
Smokehouse Brewing,brewpub,1130 Dublin Rd,Columbus,Ohio,43215-1039,-83.047935,39.973715,Ohio,43215,6432,"Columbus city, Ohio",39.0,18000.0,390605.0,92133.0,132362.0,361111.0,361111.0,380966.0,380966.0,549983.0,90.8,232829.0,38.4,731827.0,731827.0,390605.0,58202.0,74938.0,206996.0,69237.0,86505.0,32392.0,183609.0,46875.0,59241.0,-888888888.0,13.6,-888888888.0,17.7,422120.0,422120.0,422120.0,422120.0,907310.0,668125.0,73.6,56818.0,6.3,346262.0,48.6,365732.0,51.4
Smoky Mountain Brewery (#1),brewpub,6515 Kingston Pike,Knoxville,Tennessee,37919-4826,-84.00966312,35.93189033,Tennessee,37919,6435,"Knoxville city, Tennessee",47.0,40000.0,85151.0,20951.0,31509.0,79691.0,79691.0,84114.0,84114.0,111686.0,89.9,43799.0,35.2,161269.0,161269.0,85151.0,45700.0,69750.0,39259.0,66760.0,95885.0,31855.0,45892.0,32079.0,45528.0,-888888888.0,11.9,-888888888.0,19.8,94457.0,94457.0,94457.0,94457.0,192657.0,143180.0,74.3,14170.0,7.4,76774.0,48.7,80719.0,51.3
Smoky Mountain Brewery (#4) - Turkey Creek,brewpub,11308 Parkside Dr,Knoxville,Tennessee,37934-1971,-84.15846424,35.90006382,Tennessee,37934,6438,"Knoxville city, Tennessee",47.0,40000.0,85151.0,20951.0,31509.0,79691.0,79691.0,84114.0,84114.0,111686.0,89.9,43799.0,35.2,161269.0,161269.0,85151.0,45700.0,69750.0,39259.0,66760.0,95885.0,31855.0,45892.0,32079.0,45528.0,-888888888.0,11.9,-888888888.0,19.8,94457.0,94457.0,94457.0,94457.0,192657.0,143180.0,74.3,14170.0,7.4,76774.0,48.7,80719.0,51.3
Smug Brewing Company,micro,100 Carver St,Pawtucket,Rhode Island,02860,-71.3987677,41.8598033,Rhode Island,02860,6439,"Pawtucket city, Rhode Island",44.0,54640.0,29735.0,6521.0,10312.0,30055.0,30055.0,31535.0,31535.0,42103.0,81.8,9192.0,17.9,60761.0,60761.0,29735.0,51817.0,72783.0,17160.0,67422.0,86206.0,29258.0,12575.0,36517.0,46384.0,-888888888.0,11.4,-888888888.0,17.6,32238.0,32238.0,32238.0,32238.0,75379.0,56043.0,74.3,4747.0,6.3,28775.0,49.1,29860.0,50.9
Smylie Brothers Brewing Co,brewpub,1615 Oak Ave,Evanston,Illinois,60201-3611,-87.6864692,42.0476547,Illinois,60201,6442,"Evanston city, Illinois",17.0,24582.0,31157.0,5430.0,10283.0,32429.0,32429.0,35013.0,35013.0,49466.0,96.8,36375.0,71.2,65901.0,65901.0,31157.0,82154.0,140388.0,17075.0,136560.0,195816.0,57379.0,14082.0,48439.0,64205.0,-888888888.0,7.2,-888888888.0,15.2,34093.0,34093.0,34093.0,34093.0,77532.0,56034.0,72.3,8645.0,11.2,30915.0,48.1,33397.0,51.9
Snafu Brewing Company,micro,3280 Industry Dr,Charleston,South Carolina,29418-8452,-80.0664232,32.9255082,South Carolina,29418,6443,"Charleston city, South Carolina",45.0,13330.0,63391.0,11898.0,20154.0,62143.0,62143.0,67442.0,67442.0,98841.0,94.1,57383.0,54.6,128193.0,128193.0,63391.0,74139.0,103964.0,34279.0,104734.0,136397.0,44925.0,29112.0,50738.0,64455.0,-888888888.0,7.2,-888888888.0,13.4,75367.0,75367.0,75367.0,75367.0,152046.0,116600.0,76.7,9814.0,6.5,60465.0,47.9,65744.0,52.1
Snow Eagle Brewing,brewpub,455 River Pkwy,Idaho Falls,Idaho,83402-3314,-112.0452184,43.4950536,Idaho,83402,6450,"Idaho Falls city, Idaho",16.0,39700.0,24257.0,4218.0,6256.0,25227.0,25227.0,28209.0,28209.0,38880.0,89.9,13561.0,31.4,51745.0,51745.0,24257.0,61833.0,81801.0,15123.0,75532.0,95000.0,30537.0,9134.0,40089.0,55586.0,-888888888.0,9.1,-888888888.0,10.8,25993.0,25993.0,25993.0,25993.0,66895.0,46876.0,70.1,5807.0,8.7,23869.0,47.8,26114.0,52.2
Soaring Ridge Craft Brewers,micro,523 Shenandoah Ave NW,Roanoke,Virginia,24016-2318,-79.94962582,37.27473423,Virginia,24016,6456,"Roanoke city, Virginia",51.0,68000.0,42455.0,8652.0,16711.0,37492.0,37492.0,42491.0,42491.0,62554.0,90.4,20597.0,29.8,78700.0,78700.0,42455.0,47202.0,67394.0,21281.0,68271.0,87430.0,29708.0,21174.0,31271.0,44441.0,-888888888.0,13.8,-888888888.0,17.7,48912.0,48912.0,48912.0,48912.0,98865.0,74416.0,75.3,4935.0,5.0,35909.0,46.8,40767.0,53.2
Sociable Cider Werks,micro,1500 Fillmore St NE,Minneapolis,Minnesota,55413-1657,-93.2422388,45.0239772,Minnesota,55413,6459,"Minneapolis city, Minnesota",27.0,43000.0,188681.0,53233.0,58158.0,183399.0,183399.0,176862.0,176862.0,266532.0,92.1,155134.0,53.6,356026.0,356026.0,188681.0,69397.0,100172.0,76857.0,102959.0,136470.0,44836.0,111824.0,52357.0,72359.0,-888888888.0,7.2,-888888888.0,15.0,203633.0,203633.0,203633.0,203633.0,425338.0,321155.0,75.5,28721.0,6.8,176132.0,50.7,171533.0,49.3
Social Kitchen & Brewery,brewpub,1326 9th Ave,San Francisco,California,94122-2309,-122.4660662,37.7635041,California,94122,6460,"San Francisco city, California",6.0,67000.0,350796.0,89479.0,95377.0,367492.0,367492.0,351430.0,351430.0,577897.0,89.2,394580.0,60.9,713617.0,713617.0,350796.0,121826.0,181909.0,170287.0,150429.0,224909.0,80383.0,180509.0,91445.0,136860.0,-888888888.0,6.7,-888888888.0,11.3,412269.0,412269.0,412269.0,412269.0,815201.0,682312.0,83.7,30564.0,3.7,358628.0,51.1,342546.0,48.9
Societe Brewing Company,micro,Societe Brewing Company 8262 Clairemont Mesa Blvd,San Diego,California,92111-1702,-117.1463568,32.8338146,California,92111,6461,"San Diego city, California",6.0,66000.0,521000.0,113429.0,134936.0,597153.0,597153.0,568466.0,568466.0,868937.0,89.9,471761.0,48.8,1150367.0,1150367.0,521000.0,93042.0,124575.0,304324.0,107093.0,145008.0,48380.0,216676.0,70831.0,90605.0,-888888888.0,8.0,-888888888.0,11.7,555456.0,555456.0,555456.0,555456.0,1381600.0,1057949.0,76.6,87255.0,6.3,574112.0,51.2,547406.0,48.8
Sockdolager Brewing Company,micro,720 China St,Abilene,Texas,79602-2722,-99.7270701,32.44139071,Texas,79602,6462,"Abilene city, Texas",48.0,1000.0,48398.0,9683.0,14332.0,52074.0,52074.0,51372.0,51372.0,67742.0,85.0,20801.0,26.1,101229.0,101229.0,48398.0,51931.0,67702.0,29262.0,61320.0,81318.0,25748.0,19136.0,36407.0,42831.0,-888888888.0,16.2,-888888888.0,21.5,53099.0,53099.0,53099.0,53099.0,129601.0,91707.0,70.8,9943.0,7.7,49461.0,50.2,49149.0,49.8
Solorio Brewing Co,micro,9395 Feron Blvd Ste K,Rancho Cucamonga,California,91730-4565,-117.6003239,34.09295495,California,91730,6471,"Rancho Cucamonga city, California",6.0,59451.0,57290.0,7816.0,15392.0,66298.0,66298.0,71655.0,71655.0,106448.0,91.5,42981.0,36.9,136143.0,136143.0,57290.0,83850.0,112586.0,42675.0,98265.0,125427.0,37696.0,14615.0,58906.0,68880.0,-888888888.0,10.6,-888888888.0,12.1,59083.0,59083.0,59083.0,59083.0,175138.0,125144.0,71.5,10961.0,6.3,62922.0,48.0,68138.0,52.0
Somerville Brewing Company,micro,15 Ward St,Somerville,Massachusetts,02143-4228,-71.0890345,42.3749103,Massachusetts,02143,6479,"Somerville city, Massachusetts",25.0,62535.0,35015.0,8243.0,10726.0,35982.0,35982.0,36973.0,36973.0,55060.0,89.9,38312.0,62.6,72757.0,72757.0,35015.0,107651.0,137861.0,14743.0,122917.0,156302.0,60342.0,20272.0,100442.0,118646.0,-888888888.0,3.8,-888888888.0,8.8,37251.0,37251.0,37251.0,37251.0,79819.0,68332.0,85.6,3561.0,4.5,35521.0,49.3,36587.0,50.7
Sonoran Brewing,contract,3002 E Washington St,Phoenix,Arizona,85034-1518,-111.9805737,33.4475332,Arizona,85034,6485,"Phoenix city, Arizona",4.0,55000.0,602039.0,124480.0,166274.0,651731.0,651731.0,644961.0,644961.0,891584.0,83.7,349369.0,32.8,1270317.0,1270317.0,602039.0,68435.0,93870.0,385022.0,79209.0,106160.0,35073.0,217017.0,46972.0,65331.0,-888888888.0,10.7,-888888888.0,14.9,644625.0,644625.0,644625.0,644625.0,1624539.0,1159337.0,71.4,114860.0,7.1,611713.0,50.0,611358.0,50.0
Soul and Spirits Brewery,micro,845 N Main St,Memphis,Tennessee,38107-2311,-90.04509728,35.16565513,Tennessee,38107,6492,"Memphis city, Tennessee",47.0,48000.0,256968.0,55590.0,113505.0,228291.0,228291.0,267719.0,267719.0,358138.0,87.2,116145.0,28.3,486563.0,486563.0,256968.0,44317.0,68465.0,142476.0,53958.0,82694.0,28571.0,114492.0,34107.0,47741.0,-888888888.0,17.7,-888888888.0,22.6,288491.0,288491.0,288491.0,288491.0,628118.0,444750.0,70.8,40224.0,6.4,215102.0,45.7,255523.0,54.3
South Bay Brewco,contract,930 McLaughlin Ave,San Jose,California,95122-2611,-121.8541694,37.3331712,California,95122,6501,"San Jose city, California",6.0,68000.0,322881.0,59275.0,70972.0,415613.0,415613.0,396948.0,396948.0,594110.0,85.9,317067.0,45.8,799912.0,799912.0,322881.0,126377.0,170959.0,229875.0,141783.0,187863.0,57357.0,93006.0,78331.0,113250.0,-888888888.0,4.8,-888888888.0,7.4,340561.0,340561.0,340561.0,340561.0,983530.0,741814.0,75.4,59752.0,6.1,395904.0,51.1,378674.0,48.9
South Bend Brew Werks,brewpub,216 S Michigan St,South Bend,Indiana,46601-2002,-86.25285572,41.62611855,Indiana,46601,6502,"South Bend city, Indiana",18.0,71000.0,42707.0,8131.0,15978.0,38892.0,38892.0,44025.0,44025.0,59743.0,88.1,18644.0,27.5,80611.0,80611.0,42707.0,50248.0,68275.0,24420.0,61492.0,83955.0,28408.0,18287.0,31758.0,45006.0,-888888888.0,15.9,-888888888.0,21.4,49249.0,49249.0,49249.0,49249.0,104523.0,73599.0,70.4,7669.0,7.3,36419.0,46.5,41956.0,53.5
South Park Brewing,brewpub,1517 30th St,San Diego,California,92102-1503,-117.130074,32.7470971,California,92102,6508,"San Diego city, California",6.0,66000.0,521000.0,113429.0,134936.0,597153.0,597153.0,568466.0,568466.0,868937.0,89.9,471761.0,48.8,1150367.0,1150367.0,521000.0,93042.0,124575.0,304324.0,107093.0,145008.0,48380.0,216676.0,70831.0,90605.0,-888888888.0,8.0,-888888888.0,11.7,555456.0,555456.0,555456.0,555456.0,1381600.0,1057949.0,76.6,87255.0,6.3,574112.0,51.2,547406.0,48.8
Southbound Brewing Co,micro,107 E Lathrop Ave,Savannah,Georgia,31415-2182,-81.111372,32.087032,Georgia,31415,6514,"Savannah city, Georgia",13.0,69000.0,59612.0,12704.0,22709.0,56724.0,56724.0,62964.0,62964.0,84768.0,90.0,30836.0,32.7,117972.0,117972.0,59612.0,49612.0,65244.0,33496.0,60153.0,79226.0,26374.0,26116.0,36898.0,44764.0,-888888888.0,13.2,-888888888.0,18.9,68618.0,68618.0,68618.0,68618.0,147087.0,106235.0,72.2,9385.0,6.4,54741.0,47.4,60650.0,52.6
Southern Brewing & Winemaking Brewery,brewpub,4500 N Nebraska Ave,Tampa,Florida,33603-4149,-82.4500207,27.9495902,Florida,33603,6518,"Tampa city, Florida",12.0,71000.0,159925.0,38887.0,50043.0,156300.0,156300.0,161271.0,161271.0,239432.0,89.1,122461.0,45.6,313221.0,313221.0,159925.0,63404.0,102503.0,85092.0,80390.0,130849.0,43517.0,74833.0,46571.0,66783.0,-888888888.0,13.1,-888888888.0,17.7,172886.0,172886.0,172886.0,172886.0,387037.0,287567.0,74.3,24623.0,6.4,150478.0,49.2,155394.0,50.8
Southern Pacific Brewing,brewpub,620 Treat Ave,San Francisco,California,94110-2016,-122.4139896,37.7601311,California,94110,6525,"San Francisco city, California",6.0,67000.0,350796.0,89479.0,95377.0,367492.0,367492.0,351430.0,351430.0,577897.0,89.2,394580.0,60.9,713617.0,713617.0,350796.0,121826.0,181909.0,170287.0,150429.0,224909.0,80383.0,180509.0,91445.0,136860.0,-888888888.0,6.7,-888888888.0,11.3,412269.0,412269.0,412269.0,412269.0,815201.0,682312.0,83.7,30564.0,3.7,358628.0,51.1,342546.0,48.9
Southern Star Brewing,micro,3525 N Frazier St,Conroe,Texas,77303-1430,-95.4776897,30.3587546,Texas,77303,6531,"Conroe city, Texas",48.0,16432.0,37297.0,5662.0,11848.0,37610.0,37610.0,39223.0,39223.0,53812.0,89.4,23462.0,39.0,74100.0,74100.0,37297.0,68428.0,88297.0,22703.0,95378.0,105599.0,35206.0,14594.0,42720.0,59759.0,-888888888.0,7.8,-888888888.0,9.6,39740.0,39740.0,39740.0,39740.0,94401.0,67511.0,71.5,8773.0,9.3,34475.0,47.9,37433.0,52.1
Southern Tier Brewing Co,brewpub,316 N Shore Dr,Pittsburgh,Pennsylvania,15212-5870,-80.008595,40.4464115,Pennsylvania,15212,6536,"Pittsburgh city, Pennsylvania",42.0,61000.0,136747.0,35581.0,51099.0,126448.0,126448.0,138617.0,138617.0,194373.0,93.8,98611.0,47.6,262349.0,262349.0,136747.0,57821.0,85004.0,59474.0,81448.0,112883.0,39779.0,77273.0,40148.0,62503.0,-888888888.0,13.5,-888888888.0,20.2,159435.0,159435.0,159435.0,159435.0,300454.0,233464.0,77.7,24748.0,8.2,122663.0,47.6,135155.0,52.4
Southpaw BBQ & Southern Cooking,brewpub,2170 Mission St,San Francisco,California,94110-1247,-122.4195306,37.7634391,California,94110,6538,"San Francisco city, California",6.0,67000.0,350796.0,89479.0,95377.0,367492.0,367492.0,351430.0,351430.0,577897.0,89.2,394580.0,60.9,713617.0,713617.0,350796.0,121826.0,181909.0,170287.0,150429.0,224909.0,80383.0,180509.0,91445.0,136860.0,-888888888.0,6.7,-888888888.0,11.3,412269.0,412269.0,412269.0,412269.0,815201.0,682312.0,83.7,30564.0,3.7,358628.0,51.1,342546.0,48.9
Spangalang Brewery,micro,2736 Welton St Ste 102,Denver,Colorado,80205-2900,-104.9770361,39.7552227,Colorado,80205,6542,"Denver city, Colorado",8.0,20000.0,326634.0,86470.0,97588.0,301634.0,301634.0,298132.0,298132.0,473939.0,90.9,286847.0,55.0,592643.0,592643.0,326634.0,81630.0,115122.0,152927.0,105365.0,145483.0,52690.0,173707.0,63720.0,85674.0,-888888888.0,8.2,-888888888.0,11.6,351829.0,351829.0,351829.0,351829.0,711463.0,558313.0,78.5,35211.0,4.9,291170.0,50.3,287833.0,49.7
Speakeasy Ales and Lagers,micro,1195 Evans Ave,San Francisco,California,94124-1704,-122.3808557,37.73854531,California,94124,6544,"San Francisco city, California",6.0,67000.0,350796.0,89479.0,95377.0,367492.0,367492.0,351430.0,351430.0,577897.0,89.2,394580.0,60.9,713617.0,713617.0,350796.0,121826.0,181909.0,170287.0,150429.0,224909.0,80383.0,180509.0,91445.0,136860.0,-888888888.0,6.7,-888888888.0,11.3,412269.0,412269.0,412269.0,412269.0,815201.0,682312.0,83.7,30564.0,3.7,358628.0,51.1,342546.0,48.9
Spice Trade Brewing,brewpub,7803 Ralston Rd,Arvada,Colorado,80002-2433,-105.0841731,39.802334,Colorado,80002,6550,"Arvada city, Colorado",8.0,3455.0,50678.0,8588.0,11880.0,49227.0,49227.0,52144.0,52144.0,85830.0,96.0,41776.0,46.7,100012.0,100012.0,50678.0,92647.0,113079.0,33027.0,116275.0,136052.0,46680.0,17651.0,52000.0,66619.0,-888888888.0,2.4,-888888888.0,6.8,51928.0,51928.0,51928.0,51928.0,123829.0,93432.0,75.5,6953.0,5.6,46703.0,48.0,50532.0,52.0
Spindletap Brewery,micro,10622 Hirsch Rd,Houston,Texas,77016-2622,-95.3149254,29.8677396,Texas,77016,6554,"Houston city, Texas",48.0,35000.0,924981.0,210649.0,303326.0,907054.0,907054.0,938026.0,938026.0,1206382.0,79.0,553802.0,36.3,1816331.0,1816331.0,924981.0,55499.0,89003.0,542339.0,61795.0,104597.0,36265.0,382642.0,41912.0,63521.0,-888888888.0,16.1,-888888888.0,19.4,1028763.0,1028763.0,1028763.0,1028763.0,2287047.0,1664835.0,72.8,152355.0,6.7,864677.0,49.3,889900.0,50.7
Spires Social Brewing Co.,micro,8757 Sancus Blvd,Columbus,Ohio,43240,-83.004836,40.1473396,Ohio,43240,6556,"Columbus city, Ohio",39.0,18000.0,390605.0,92133.0,132362.0,361111.0,361111.0,380966.0,380966.0,549983.0,90.8,232829.0,38.4,731827.0,731827.0,390605.0,58202.0,74938.0,206996.0,69237.0,86505.0,32392.0,183609.0,46875.0,59241.0,-888888888.0,13.6,-888888888.0,17.7,422120.0,422120.0,422120.0,422120.0,907310.0,668125.0,73.6,56818.0,6.3,346262.0,48.6,365732.0,51.4
